Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area
2021/9/17,Yuen Long,Fairview Park,12.5,NO. 55 3RD STREET SECTION M,,NO. 55 3RD STREET SECTION,M,950
2021/9/17,Lohas Park District,Lohas Park,7.92,MALIBU (3A) MALIBU 2#/F Room D,2,MALIBU (3A) MALIBU,D,370
2021/9/17,Tin Shui Wai,Wetland Seasons Park,7.31,TOWER 2 G/F Room B3,,TOWER 2,B3,523
2021/9/17,Tin Shui Wai,Wetland Seasons Park,10.51,TOWER 5 G/F Room A1,,TOWER 5,A1,828
2021/9/17,Tin Shui Wai,Wetland Seasons Park,6.1,TOWER 15 2/F Room A5,2,TOWER 15,A5,460
2021/9/17,Tin Shui Wai,Wetland Seasons Park,5.7,TOWER 5 5/F Room B8,5,TOWER 5,B8,412
2021/9/17,Tin Shui Wai,Wetland Seasons Park,5.7,TOWER 3 6/F Room B5,6,TOWER 3,B5,386
2021/9/17,Tin Shui Wai,Wetland Seasons Park,4.28,TOWER 2 G/F Room B1,,TOWER 2,B1,308
2021/9/17,Tai Po,Mayfair By The Sea 8,10.57,TOWER 2 2/F Room F,2,TOWER 2,F,688
2021/9/17,Tuen Mun Castle Peak Road,Emerald Bay,3.87,TOWER 5 9/F Room N,9,TOWER 5,N,223
2021/9/17,ShaTin,City One Shatin,5.5,BLOCK 8 4/F Room C,4,BLOCK 8,C,395
2021/9/17,Fan Ling,Flora Plaza,5.6,BLOCK 10 1#/F Room H,1,BLOCK 10,H,547
2021/9/17,Fan Ling,Grand Regentville,6.35,TOWER 7 1#/F Room B,1,TOWER 7,B,659
2021/9/17,Tin Shui Wai,Wetland Seasons Park,5.74,TOWER 3 6/F Room A5,6,TOWER 3,A5,406
2021/9/17,Tai Po,UpTown Plaza,7.5,TOWER 3 2#/F Room E,2,TOWER 3,E,559
2021/9/17,Fan Ling,Fanling Centre,6.62,PHASE II BLOCK J 2#/F Room 7,2,PHASE II BLOCK J,7,653
2021/9/17,Tin Shui Wai,Wetland Seasons Park,9.74,VILLA 5 2/F Room B,2,VILLA 5,B,778
2021/9/17,Tin Shui Wai,Wetland Seasons Park,5.56,TOWER 5 2/F Room B6,2,TOWER 5,B6,398
2021/9/17,Tuen Mun Castle Peak Road,Emerald Bay,6.38,TOWER 2A 7/F Room D,7,TOWER 2A,D,383
2021/9/17,Tung Chung,Caribbean Coast,11,TOWER 7 6#/F Room H,6,TOWER 7,H,1201
2021/9/17,Tsuen Wan,City Point,7.5,BLOCK 2 3#/F Room D,3,BLOCK 2,D,487
2021/9/17,Tin Shui Wai,Wetland Seasons Park,5.59,TOWER 3 3/F Room B8,3,TOWER 3,B8,414
2021/9/17,Yuen Long,Crescent Green,10,TOWER 10 1#/F Room B,1,TOWER 10,B,657
2021/9/17,Tai Po,Mayfair By The Sea 8,14.04,TOWER 1 1#/F Room D,1,TOWER 1,D,859
2021/9/17,Sheung Shui,Royal Green,7,TOWER 2 3#/F Room E,3,TOWER 2,E,766
2021/9/17,Tuen Mun,Sun Tuen Mun Centre,5,BLOCK 8 2#/F Room F,2,BLOCK 8,F,547
2021/9/17,Sheung Shui,Sheung Shui Centre,3.8,BLOCK 6 1#/F Room D,1,BLOCK 6,D,780
2021/9/17,Tseung Kwan O,Well On Garden,6.65,BLOCK 2 4#/F Room H,4,BLOCK 2,H,568
2021/9/17,Yuen Long,Fairview Park,10.2,NO. 41 2ND STREET SECTION D,,NO. 41 2ND STREET SECTION,D,850
2021/9/16,Lohas Park District,Lohas Park,10,HEMERA TOWER 5 TOPAZ 4#/F Room RA,4,HEMERA TOWER 5 TOPAZ,RA,691
2021/9/16,Tai Po,Centra Horizon,11.63,TOWER 10 1#/F Room A,1,TOWER 10,A,727
2021/9/16,Tai Wo,Po Nga Court,3.8,BLOCK C 2#/F Room 15,2,BLOCK C,15,583
2021/9/16,Ma On Shan,Ocean View,8.25,BLOCK 6 8/F Room E,8,BLOCK 6,E,585
2021/9/16,Tuen Mun,Siu Lun Court,4.75,WAH LUN HOUSE--BLOCK L 1#/F Room 6,1,WAH LUN HOUSE--BLOCK L,6,515
2021/9/16,Tseung Kwan O,Oscar By The Sea,8.5,BLOCK 6 5#/F Room B,5,BLOCK 6,B,701
2021/9/16,Fotan,The Palazzo,9.95,TOWER 11 3#/F Room D,3,TOWER 11,D,648
2021/9/16,Tseung Kwan O,Corinthia by the Sea,10.45,TOWER 7 9/F Room G,9,TOWER 7,G,597
2021/9/16,Tin Shui Wai,Kingswood Villas,6.08,MAYWOOD BLOCK 4 1#/F Room H,1,MAYWOOD BLOCK 4,H,708
2021/9/16,ShaTin,Pictorial Garden,9.6,JUNIPER COURT--TOWER 3 1#/F Room F,1,JUNIPER COURT--TOWER 3,F,1092
2021/9/16,Tai Wai,Carado Garden,6.2,BLOCK 6 2#/F Room A,2,BLOCK 6,A,482
2021/9/16,Lohas Park District,Lohas Park,9.1,THE CAPITOL TOWER 2 1#/F Room LB,1,THE CAPITOL TOWER 2,LB,903
2021/9/16,Tseung Kwan O,Hong Sing Garden,6.08,BLOCK 4 2#/F Room J,2,BLOCK 4,J,657
2021/9/16,Tung Chung,Century Link,8.38,PHASE 1 TOWER 3A 2#/F Room 9,2,PHASE 1 TOWER 3A,9,572
2021/9/16,Tuen Mun,Man Bo Building,3.78,2#/F Room C,2,,C,346
2021/9/16,Yuen Long,Grand YOHO,9.58,PHASE 1 TOWER 1 2#/F Room D,2,PHASE 1 TOWER 1,D,520
2021/9/16,Tsuen Wan Sham Tseng,Sea Crest Villa,5.38,BLOCK 4 2#/F Room B,2,BLOCK 4,B,572
2021/9/16,Tuen Mun,Ori,7.05,TOWER 1 6/F Room B,6,TOWER 1,B,511
2021/9/16,Tsuen Wan,Ocean Pride,18.8,TOWER 1 4#/F Room D,4,TOWER 1,D,777
2021/9/16,Tuen Mun,Tuen Mun Town Plaza,5.8,TOWER 8 3#/F Room A,3,TOWER 8,A,545
2021/9/16,Tai Po,Tai Po Centre,4.89,PHASE 4 TOWER 6 1#/F Room F,1,PHASE 4 TOWER 6,F,517
2021/9/16,Tuen Mun,Kingston Terrace,4.55,BLOCK 2 3#/F Room H,3,BLOCK 2,H,673
2021/9/16,Tuen Mun,Tuen Mun Fa Yuen,4.55,1#/F Room E,1,,E,397
2021/9/16,Tuen Mun,Trend Plaza,4.6,BLOCK E 2#/F Room 7,2,BLOCK E,7,364
2021/9/16,Tuen Mun Castle Peak Road,NAPA,9.63,TOWER 6 2/F Room B,2,TOWER 6,B,839
2021/9/16,Tai Wo,Po Nga Court,3.15,BLOCK A 5/F Room 22,5,BLOCK A,22,583
2021/9/16,Tung Chung,Tung Chung Crescent,8.22,BLOCK 9 4#/F Room E,4,BLOCK 9,E,757
2021/9/16,Tseung Kwan O,The Wings,11.6,OCEAN WINGS TOWER 7A 2/F Room B,2,OCEAN WINGS TOWER 7A,B,528
2021/9/16,Tseung Kwan O,Nan Fung Plaza,9.35,TOWER 6 2#/F Room D,2,TOWER 6,D,877
2021/9/16,Tseung Kwan O,Bauhinia Garden,6.1,TOWER 1 1/F Room K,1,TOWER 1,K,693
2021/9/16,Sheung Shui,Glorious Peak,5.8,3#/F Room F,3,,F,553
2021/9/16,Fan Ling,Green Code,4.98,TOWER 3 2#/F Room F,2,TOWER 3,F,417
2021/9/16,Tai Po,Wang Fuk Court,3.28,BLOCK D 1#/F Room 2,1,BLOCK D,2,564
2021/9/16,Tseung Kwan O,Park Central,9.55,TOWER 8 2#/F Room A,2,TOWER 8,A,726
2021/9/16,Yuen Long,The Reach,5.55,TOWER 13 2#/F Room E,2,TOWER 13,E,493
2021/9/16,Tin Shui Wai,Kingswood Villas,5.5,LOCWOOD BLOCK 7 9/F Room A,9,LOCWOOD BLOCK 7,A,818
2021/9/16,Ma On Shan,Sunshine City,6.77,BLOCK M 1#/F Room 2,1,BLOCK M,2,492
2021/9/16,Tuen Mun,Regency Bay,6.44,TOWER 2 2#/F Room M,2,TOWER 2,M,313
2021/9/16,Tsuen Wan,Kapok Mansion,5.85,9/F Room A,9,,A,750
2021/9/16,Tsuen Wan,Parc City,10.5,TOWER 6 2#/F Room A,2,TOWER 6,A,537
2021/9/16,Tsing Yi,Mount Haven,7.83,BLOCK 2 1#/F Room B,1,BLOCK 2,B,674
2021/9/16,Tseung Kwan O,Ying Ming Court,5.28,MING YUEN HOUSE--BLOCK A 2#/F Room 3,2,MING YUEN HOUSE--BLOCK A,3,513
2021/9/16,Tseung Kwan O,The Wings,10.88,THE WINGS TOWER 3 2#/F Room E,2,THE WINGS TOWER 3,E,697
2021/12/17,Tin Shui Wai,Tin Chung Court,4.65,BLOCK L 2#/F Room 6,2,BLOCK L,6,854
2021/12/17,Fotan,Royal Ascot,13.6,BLOCK 8 3/F Room E,3,BLOCK 8,E,1206
2021/12/17,Fan Ling,Flora Plaza,5.48,BLOCK 1 2#/F Room C,2,BLOCK 1,C,547
2021/12/17,Kwai Fong,Hibiscus Park,5.7,BLOCK 1 1#/F Room C,1,BLOCK 1,C,561
2021/12/17,Fan Ling,The Green,15,POPLAR DRIVE HOUSE NO.78,,POPLAR DRIVE HOUSE,NO.78,2032
2021/12/17,Tai Wai,Golden Lion Garden,5.38,STAGE I GOLDEN BEAUTY COURT--BLOCK B 6/F Room 8,6,STAGE I GOLDEN BEAUTY COURT--BLOCK B,8,570
2021/12/17,Yuen Long,Ho Shun Lee Building,4.58,BLOCK 2 1#/F Room F,1,BLOCK 2,F,431
2021/12/17,Yuen Long,Yuk Lung Mansion,4.49,1#/F Room A,1,,A,395
2021/12/17,Yuen Long,Riva,9,FERENTINO BOULEVARD TOWER 6 1/F Room B,1,FERENTINO BOULEVARD TOWER 6,B,628
2021/9/16,Tung Chung,Century Link,7.3,PHASE 1 TOWER 6B 1#/F Room 2,1,PHASE 1 TOWER 6B,2,483
2021/9/16,Tuen Mun,Siu Shan Court,4.7,YEH KING HOUSE--BLOCK H 5/F Room 4,5,YEH KING HOUSE--BLOCK H,4,670
2021/9/16,Tsing Yi,Tierra Verde,12.07,TOWER 6 1#/F Room C,1,TOWER 6,C,846
2021/9/16,Yuen Long,Grand YOHO,16,PHASE 2 TOWER 5 3#/F Room E,3,PHASE 2 TOWER 5,E,898
2021/9/16,Tuen Mun,Chi Lok Fa Yuen,5.2,LOK WING YUEN--BLOCK 7 8/F Room G,8,LOK WING YUEN--BLOCK 7,G,588
2021/9/16,Yuen Long,Twin Regency,7.08,TOWER 1 1#/F Room J,1,TOWER 1,J,454
2021/9/16,Tuen Mun,Century Gateway,9.1,TOWER 8 2#/F Room E,2,TOWER 8,E,473
2021/9/16,Ma On Shan,Vista Paradiso,10,TOWER 9 2#/F Room A,2,TOWER 9,A,977
2021/9/16,Tseung Kwan O,The Beaumount,11.25,TOWER 2 4#/F Room B,4,TOWER 2,B,1000
2021/9/16,Tuen Mun,Hong King Garden,4.3,BLOCK B 3/F Room 6,3,BLOCK B,6,462
2021/9/16,ShaTin,Belair Gardens,8.12,GRENVILLE HEIGHTS--BLOCK G 2#/F Room D,2,GRENVILLE HEIGHTS--BLOCK G,D,920
2021/9/16,ShaTin,Chuen Fai Centre,4.64,BLOCK B 1#/F Room 4,1,BLOCK B,4,380
2021/9/16,Tseung Kwan O,Oscar By The Sea,8.06,BLOCK 7 1#/F Room D,1,BLOCK 7,D,698
2021/9/16,Ma On Shan,Sunshine City,6.38,BLOCK G 1#/F Room 7,1,BLOCK G,7,460
2021/9/16,Yuen Long,Twin Regency,6.09,TOWER 1 1#/F Room M,1,TOWER 1,M,398
2021/9/16,Yuen Long,Crescent Green,13.54,TOWER 7 7/F Room A,7,TOWER 7,A,1000
2021/9/16,Tseung Kwan O,Metro City,7.88,PHASE II TOWER 6 3#/F Room A,3,PHASE II TOWER 6,A,617
2021/9/16,Tsuen Wan,Allway Gardens,5.69,BLOCK A 1#/F Room 1,1,BLOCK A,1,662
2021/9/16,Kwai Chung,The apex,6.78,TOWER II 4#/F Room C,4,TOWER II,C,633
2021/9/16,Yuen Long,Grand YOHO,7.95,PHASE 1 TOWER 2 1#/F Room A,1,PHASE 1 TOWER 2,A,511
2021/9/16,Tung Chung,Caribbean Coast,8.9,TOWER 9 7/F Room G,7,TOWER 9,G,1025
2021/9/16,Yuen Long,Yoho Town,9.18,TOWER M9 1#/F Room E,1,TOWER M9,E,692
2021/9/16,Tin Shui Wai,Kingswood Villas,1.95,LYNWOOD BLOCK 9 7/F Room H,7,LYNWOOD BLOCK 9,H,704
2021/9/16,Tseung Kwan O,The Wings,7.89,OCEAN WINGS TOWER 6A 1#/F Room C,1,OCEAN WINGS TOWER 6A,C,368
2021/9/16,Tsing Yi,Tierra Verde,9.95,TOWER 10 8/F Room G,8,TOWER 10,G,838
2021/9/16,Ma On Shan,Sunshine City,6.8,BLOCK Q 1#/F Room 7,1,BLOCK Q,7,451
2021/9/16,Tsuen Wan,Discovery Park,7.9,BLOCK 10 8/F Room C,8,BLOCK 10,C,610
2021/9/16,Tsuen Wan,Luk Yeung Sun Chuen,9.16,BLOCK J 2#/F Room 4,2,BLOCK J,4,667
2021/9/16,Ma On Shan,Sausalito,8.26,TOWER 6 2#/F Room C,2,TOWER 6,C,655
2021/9/16,Tsuen Wan,The Cairnhill,2.5,BLOCK 6 1#/F Room D,1,BLOCK 6,D,1220
2021/9/16,Yuen Long,Sun Yuen Long Centre,7.41,BLOCK 4 2#/F Room A,2,BLOCK 4,A,599
2021/9/16,Tai Wai,Pristine Villa,11.95,BLOCK 7 6/F Room A,6,BLOCK 7,A,987
2021/9/16,Tseung Kwan O,Tseung Kwan O Plaza,7.5,TOWER 8 3#/F Room D,3,TOWER 8,D,569
2021/9/16,Tuen Mun Castle Peak Road,Emerald Bay,4.81,TOWER 5A 1#/F Room J,1,TOWER 5A,J,307
2021/9/16,Tin Shui Wai,Wetland Seasons Park,4.18,TOWER 2 6/F Room B5,6,TOWER 2,B5,315
2021/9/16,Yuen Long,Grand YOHO,12.03,PHASE 2 TOWER 5 3#/F Room F,3,PHASE 2 TOWER 5,F,631
2021/9/16,Tin Shui Wai,Wetland Seasons Park,5.74,TOWER 5 1#/F Room B8,1,TOWER 5,B8,412
2021/9/16,Tin Shui Wai,Wetland Seasons Park,6.04,TOWER 11 2/F Room A2,2,TOWER 11,A2,460
2021/9/16,Tuen Mun Castle Peak Road,Emerald Bay,5.12,TOWER 5A 5/F Room D,5,TOWER 5A,D,307
2021/9/16,Tuen Mun Castle Peak Road,Emerald Bay,5.01,TOWER 5A 5/F Room C,5,TOWER 5A,C,307
2021/9/16,Tuen Mun Castle Peak Road,Emerald Bay,5.25,TOWER 1A 9/F Room E,9,TOWER 1A,E,318
2021/9/16,Tuen Mun Castle Peak Road,Emerald Bay,5.4,TOWER 2 1#/F Room L,1,TOWER 2,L,318
2021/9/16,Tuen Mun Castle Peak Road,Emerald Bay,3.79,TOWER 2 5/F Room J,5,TOWER 2,J,223
2021/9/16,Tin Shui Wai,Wetland Seasons Park,5.5,TOWER 3 2/F Room B9,2,TOWER 3,B9,414
2021/9/16,Tung Chung,Century Link,6.5,PHASE 1 TOWER 3B 1#/F Room 2,1,PHASE 1 TOWER 3B,2,484
2021/9/16,ShaTin,Hilton Plaza,5.3,BLOCK A 2#/F Room 5,2,BLOCK A,5,437
2021/9/16,Tin Shui Wai,Wetland Seasons Park,5.64,TOWER 5 3/F Room B6,3,TOWER 5,B6,398
2021/9/16,Tin Shui Wai,Wetland Seasons Park,5.67,TOWER 5 6/F Room B2,6,TOWER 5,B2,379
2021/9/16,Tin Shui Wai,Wetland Seasons Park,4.37,TOWER 12 3/F Room A2,3,TOWER 12,A2,304
2021/9/16,Tsuen Wan Sham Tseng,Bellagio,7.45,TOWER 7 6#/F Room F,6,TOWER 7,F,704
2021/9/16,Tseung Kwan O,Park Central,10.48,CENTRAL HEIGHTS 3#/F Room C,3,CENTRAL HEIGHTS,C,843
2021/9/16,Tseung Kwan O,Radiant Towers,7.68,TOWER 1 1#/F Room E,1,TOWER 1,E,832
2021/9/16,Tuen Mun,Sun Tuen Mun Centre,5.43,BLOCK 3 2#/F Room C,2,BLOCK 3,C,555
2021/9/16,Tin Shui Wai,Wetland Seasons Park,5.98,TOWER 3 3/F Room A2,3,TOWER 3,A2,458
2021/9/16,Tuen Mun,Siu Lun Court,5.49,FAI LUN HOUSE--BLOCK K 1#/F Room 1,1,FAI LUN HOUSE--BLOCK K,1,710
2021/9/16,Tseung Kwan O,Ocean Shores,9,TOWER 13 3#/F Room H,3,TOWER 13,H,677
2021/9/16,Tin Shui Wai,Wetland Seasons Park,4.74,TOWER 2 1/F Room A3,1,TOWER 2,A3,353
2021/9/16,Yuen Long,Yoho Town,1.9,TOWER M6 3#/F Room E,3,TOWER M6,E,1335
2021/9/16,Tin Shui Wai,Wetland Seasons Park,4.11,TOWER 2 5/F Room B2,5,TOWER 2,B2,318
2021/9/16,Yuen Long,Grand YOHO,14,PHASE 2 TOWER 5 4#/F Room B,4,PHASE 2 TOWER 5,B,724
2021/9/15,Kwai Chung,Victory Garden,4.48,3/F Room B,3,,B,372
2021/9/15,Ma On Shan,Double Cove,14.38,PHASE 1 BLOCK 2 8/F Room F,8,PHASE 1 BLOCK 2,F,1194
2021/9/15,Ma Wan,Park Island,7.08,BLOCK 18 5/F Room A,5,BLOCK 18,A,797
2021/9/15,Tai Po,Mayfair By The Sea 8,21.4,TOWER 1 9/F Room A,9,TOWER 1,A,1238
2021/9/15,Tai Wai,Ka Tin Court,5.58,BLOCK D 1/F Room 1,1,BLOCK D,1,605
2021/9/15,Tuen Mun,Kingston Terrace,4.35,BLOCK 1 2#/F Room B,2,BLOCK 1,B,611
2021/9/15,Tsuen Wan,Luk Yeung Sun Chuen,8.55,BLOCK A 1#/F Room 8,1,BLOCK A,8,671
2021/9/15,Tuen Mun,Skypoint Royale,5.25,TOWER 6 2/F Room 03,2,TOWER 6,3,302
2021/9/15,Tuen Mun,Skypoint Royale,6.96,TOWER 6 1#/F Room 17,1,TOWER 6,17,344
2021/9/15,Tai Wai,Granville Garden,12.3,TOWER 2 7/F Room H,7,TOWER 2,H,1118
2021/9/15,Tseung Kwan O,The Wings,8.15,THE WINGS IIIA TOWER 1A 1#/F Room C,1,THE WINGS IIIA TOWER 1A,C,365
2021/9/15,Tuen Mun,Siu Kwai Court,4.1,SIU FU HOUSE--BLOCK B 6/F Room 1,6,SIU FU HOUSE--BLOCK B,1,591
2021/9/15,Tsing Yi,Greenview Villa,6.83,TOWER 3 1#/F Room G,1,TOWER 3,G,535
2021/9/15,Tuen Mun,Siu Hong Court,4.92,SIU YAN HOUSE--BLOCK G 2#/F Room 8,2,SIU YAN HOUSE--BLOCK G,8,523
2021/9/15,Ma On Shan,Sunshine City,6,BLOCK G 1#/F Room 3,1,BLOCK G,3,491
2021/9/15,Tsuen Wan,Hanley Villa,9.05,TOWER 6 1#/F Room A,1,TOWER 6,A,989
2021/9/15,Tuen Mun,Hong Lai Garden,5.08,BLOCK 1 2#/F Room A,2,BLOCK 1,A,469
2021/9/15,Tsuen Wan,Tsuen Kam Centre,6.31,BLOCK 2 1#/F Room H,1,BLOCK 2,H,506
2021/9/15,Tsing Yi,Tivoli Garden,9.16,TOWER 1 1#/F Room B,1,TOWER 1,B,690
2021/9/15,Sheung Shui,Royal Green,7.23,TOWER 2 3#/F Room F,3,TOWER 2,F,743
2021/9/15,Tai Wo,Tai Wo Centre,4.68,BLOCK 1 1#/F Room G,1,BLOCK 1,G,390
2021/9/15,Tsuen Wan,Serenade Cove,8.28,TOWER A 3#/F Room 7,3,TOWER A,7,754
2021/9/15,Ma Wan,Park Island,6.4,BLOCK 18 2#/F Room E,2,BLOCK 18,E,648
2021/9/15,Yuen Long,Villa By the Park,6.18,BLOCK 1 2#/F Room A,2,BLOCK 1,A,530
2021/9/15,Tin Shui Wai,Tin Chung Court,3.55,BLOCK N 3#/F Room 15,3,BLOCK N,15,570
2021/9/15,Ma On Shan,Double Cove,7.8,PHASE 2 BLOCK 21 8/F Room E,8,PHASE 2 BLOCK 21,E,497
2021/9/15,Yuen Long,Crescent Green,14,TOWER 8 6/F Room A,6,TOWER 8,A,996
2021/12/17,Fan Ling,Fanling Centre,5.05,PHASE II BLOCK K 3/F Room 4,3,PHASE II BLOCK K,4,470
2021/12/17,Lohas Park District,Lohas Park,4.25,LA SPLENDEUR OF LE PRESTIGE TOWER 9 6#/F Room RA,6,LA SPLENDEUR OF LE PRESTIGE TOWER 9,RA,676
2021/12/17,Fan Ling,Ka Shing Court,4.29,BLOCK B 2/F Room 15,2,BLOCK B,15,601
2021/12/17,Yuen Long,Yee Fung Garden,5.1,BLOCK A 3#/F Room 1,3,BLOCK A,1,434
2021/12/17,Yuen Long,Park Yoho,8.66,PARK VISTA 1A TOWER 11B 1#/F Room C,1,PARK VISTA 1A TOWER 11B,C,649
2021/12/17,Tseung Kwan O,Residence Oasis,8.68,TOWER 7 1#/F Room D,1,TOWER 7,D,657
2021/12/17,Lohas Park District,Lohas Park,10,THE CAPITOL TOWER 5 3#/F Room RA,3,THE CAPITOL TOWER 5,RA,958
2021/12/17,Ma On Shan,The.Met.Blossom,5.65,TOWER 2 1#/F Room A06,1,TOWER 2,A06,293
2021/12/17,Yuen Long,Twin Regency,6,TOWER 1 1#/F Room C,1,TOWER 1,C,373
2021/12/17,Lohas Park District,Lohas Park,8,MALIBU (3B) MALIBU 5#/F Room E,5,MALIBU (3B) MALIBU,E,368
2021/9/15,Tuen Mun,Skypoint Royale,5.47,TOWER 7 1#/F Room 05,1,TOWER 7,5,324
2021/9/15,Yuen Long,Crescent Green,14.06,TOWER 8 5/F Room B,5,TOWER 8,B,1006
2021/9/15,ShaTin,City One Shatin,2.4,BLOCK 39 2#/F Room C,2,BLOCK 39,C,410
2021/9/15,Tseung Kwan O,Kwong Ming Court,5.58,KWONG CHEONG HOUSE--BLOCK A 3#/F Room 2,3,KWONG CHEONG HOUSE--BLOCK A,2,794
2021/9/15,Yuen Long,The Reach,5.8,TOWER 5 1#/F Room K,1,TOWER 5,K,565
2021/9/15,Tung Chung,Tung Chung Crescent,9.9,BLOCK 5 1#/F Room A,1,BLOCK 5,A,1062
2021/9/15,Ma Wan,Park Island,7.68,BLOCK 29 2#/F Room C,2,BLOCK 29,C,735
2021/9/15,Tseung Kwan O,ALTO RESIDENCES,7.79,TOWER 8 1#/F Room F,1,TOWER 8,F,377
2021/9/15,Tseung Kwan O,On Ning Garden,5.75,BLOCK 1 2/F Room C,2,BLOCK 1,C,510
2021/9/15,Ma On Shan,Chevalier Garden,3.38,BLOCK 17 2#/F Room E,2,BLOCK 17,E,485
2021/9/15,Yuen Long,Man Fung Building,4.09,7/F Room H,7,,H,370
2021/9/15,Ma On Shan,Marbella,7.95,BLOCK A 1#/F Room G,1,BLOCK A,G,689
2021/9/15,Tseung Kwan O,Ying Ming Court,7.1,MING YUEN HOUSE--BLOCK A 1#/F Room 9,1,MING YUEN HOUSE--BLOCK A,9,826
2021/9/15,Ma On Shan,Monte Vista,10.23,BLOCK 3 2#/F Room B,2,BLOCK 3,B,1054
2021/9/15,Tseung Kwan O,The Papillons,15.23,TOWER 7 1#/F Room G,1,TOWER 7,G,856
2021/9/15,Fotan,Ficus Garden,8.08,9/F Room D,9,,D,744
2021/9/15,Tsing Yi,Tierra Verde,15.8,TOWER 10 4#/F Room E,4,TOWER 10,E,988
2021/9/15,Yuen Long,Yuccie Square,9.68,TOWER 1 8/F Room A,8,TOWER 1,A,646
2021/9/15,Tsing Yi,Rambler Crest,7.08,TOWER 3 4#/F Room C,4,TOWER 3,C,683
2021/9/15,Yuen Long,Sun Yuen Long Centre,10,BLOCK 5 2/F Room A,2,BLOCK 5,A,1018
2021/9/15,Tin Shui Wai,Tin Shing Court,5.5,BLOCK R 2#/F Room 5,2,BLOCK R,5,853
2021/9/15,Tsuen Wan Sham Tseng,Hong Kong Garden,5,BLOCK 2 1#/F Room A,1,BLOCK 2,A,525
2021/9/15,Tsuen Wan Sham Tseng,Bellagio,7,TOWER 6 1#/F Room F,1,TOWER 6,F,703
2021/9/15,Tseung Kwan O,Metro Town,9.7,TOWER 5 1#/F Room D,1,TOWER 5,D,887
2021/9/15,Tuen Mun,Siu Lun Court,4.68,WAH LUN HOUSE--BLOCK L 1#/F Room 3,1,WAH LUN HOUSE--BLOCK L,3,515
2021/9/15,Tai Po,Mayfair By The Sea 8,19.52,TOWER 1 5/F Room A,5,TOWER 1,A,1238
2021/9/15,Tseung Kwan O,Well On Garden,6.4,BLOCK 3 5/F Room A,5,BLOCK 3,A,568
2021/9/15,Tsing Yi,Ching Wah Court,5.09,WAH WOON HOUSE--BLOCK A 1#/F Room 3,1,WAH WOON HOUSE--BLOCK A,3,561
2021/9/15,Kwai Fong,New Kwai Fong Gardens,6.51,BLOCK D 1#/F Room 3,1,BLOCK D,3,519
2021/9/15,Tung Chung,Coastal Skyline,7.85,BLOCK 3 2#/F Room H,2,BLOCK 3,H,645
2021/9/15,Tseung Kwan O,The Grandiose,11,TOWER 1 2#/F Room J,2,TOWER 1,J,823
2021/9/15,Tseung Kwan O,Nan Fung Plaza,11.63,TOWER 6 4#/F Room H,4,TOWER 6,H,1077
2021/9/15,Tseung Kwan O,Serenity Place,7.08,BLOCK 5 9/F Room B,9,BLOCK 5,B,786
2021/9/15,Tsuen Wan,Sheung Chui Court,6.23,BLOCK C 3#/F Room 5,3,BLOCK C,5,443
2021/9/15,Tin Shui Wai,Kingswood Villas,6.23,MAYWOOD BLOCK 8 3/F Room H,3,MAYWOOD BLOCK 8,H,708
2021/9/15,Tuen Mun,Sun Tuen Mun Centre,5.9,BLOCK 7 4#/F Room G,4,BLOCK 7,G,547
2021/9/15,Tuen Mun,Lung Mun Oasis,4.7,BLOCK 6 1#/F Room A,1,BLOCK 6,A,705
2021/9/15,Tung Chung,The Visionary,14.78,TOWER 5 3#/F Room E,3,TOWER 5,E,1030
2021/9/15,Tsing Yi,Greenfield Garden,6.68,TOWER 2 1#/F Room E,1,TOWER 2,E,599
2021/9/15,Tuen Mun,Siu Hong Court,4.68,SIU PING HOUSE--BLOCK N 9/F Room 1,9,SIU PING HOUSE--BLOCK N,1,541
2021/9/15,Ma On Shan,Park Belvedere,8.63,TOWER 2 7/F Room C,7,TOWER 2,C,881
2021/9/15,Tuen Mun Castle Peak Road,Hong Kong Gold Coast,5.45,BLOCK 5 3/F Room C,3,BLOCK 5,C,610
2021/9/15,Tuen Mun,Kam Fai Garden,5.96,BLOCK 1 1#/F Room G,1,BLOCK 1,G,691
2021/9/15,Tsuen Wan Sham Tseng,Sea Crest Villa,5.14,BLOCK 4 1#/F Room B,1,BLOCK 4,B,572
2021/9/15,Tin Shui Wai,Kingswood Villas,5.5,LYNWOOD BLOCK 10 1#/F Room F,1,LYNWOOD BLOCK 10,F,576
2021/9/15,Tseung Kwan O,Ocean Shores,9.5,TOWER 1 2#/F Room H,2,TOWER 1,H,695
2021/9/15,Tsuen Wan Sham Tseng,Ocean Pointe,11.63,TOWER 2 5#/F Room A,5,TOWER 2,A,1088
2021/9/15,Yuen Long,Jing Ying Mansion,3.98,6/F Room D,6,,D,460
2021/9/15,Ma On Shan,Ma On Shan Centre,6.55,TOWER 1 4/F Room A,4,TOWER 1,A,626
2021/9/15,Yuen Long,Beauty Court,5.85,BLOCK 2 8/F Room G,8,BLOCK 2,G,649
2021/9/15,Tai Wai,World-Wide Gardens,32.68,BLOCK 2--CYPRESS COURT 1#/F Room A,1,BLOCK 2--CYPRESS COURT,A,2500
2021/9/15,Tuen Mun Castle Peak Road,Avignon,12.5,TOWER 6 2/F Room C,2,TOWER 6,C,1195
