Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area
2021/12/6,Olympic,Charming Garden,7.88,BLOCK 16 1#/F Room E,1,BLOCK 16,E,505
2021/12/6,Wong Tai Sin,Lions Rise,10,TOWER 5A 1#/F Room D,1,TOWER 5A,D,736
2021/12/6,Mong Kok,Shun King Building,3.6,BLOCK A 2#/F Room A5,2,BLOCK A,A5,277
2021/12/6,Hung Hom,Harbour Place,11.65,TOWER 5 3#/F Room C,3,TOWER 5,C,770
2021/12/6,Kowloon Bay,Amoy Gardens,6.35,BLOCK J 1#/F Room 7,1,BLOCK J,7,484
2021/12/6,Ho Man Tin,Yee Fu Building,4.58,2#/F Room C,2,,C,372
2021/12/6,Mei Foo,Nob Hill,13.1,TOWER 2 2#/F Room D,2,TOWER 2,D,1020
2021/12/6,Ngau Chi Wan,Scenic View,11,BLOCK 1 2#/F Room D,2,BLOCK 1,D,923
2021/12/6,Tai Kok Tsui,Metro Harbour View,7.28,BLOCK 1 1#/F Room E,1,BLOCK 1,E,504
2021/12/6,Mei Foo,Mei Foo Sun Chuen,11.98,NO.12 BROADWAY 1#/F Room A,1,NO.12 BROADWAY,A,1150
2021/12/6,To Kwa Wan,Grand waterfront,8.8,TOWER 5 1#/F Room E,1,TOWER 5,E,757
2021/12/6,Kowloon City,Belvedere Heights,15.5,3/F Room G,3,,G,1350
2021/12/6,Diamond Hill,Lung Poon Court,6.53,BLOCK C 1#/F Room 3,1,BLOCK C,3,579
2021/12/6,To Kwa Wan,Kam Shing House,4.93,2/F Room 1,2,,1,384
2021/12/6,Tai Kok Tsui,GreenField Garden,6.35,BLOCK 2 1#/F Room B,1,BLOCK 2,B,474
2021/12/6,Ho Man Tin,Chun Man Court,8.08,BLOCK B 3/F Room 1,3,BLOCK B,1,715
2021/12/6,Tai Kok Tsui,Metro Harbour View,6.85,BLOCK 7 7/F Room D,7,BLOCK 7,D,499
2021/12/6,Mei Foo,Lai Yan Court,4.62,BLOCK B 1#/F Room 6,1,BLOCK B,6,574
2021/12/6,Hung Hom,Full Wing Building,3.42,BLOCK A 3/F Room 6,3,BLOCK A,6,299
2021/12/6,Kwun Tong,Tsap King Mansion,3.78,6/F Room I,6,,I,311
2021/12/6,Cheung Sha Wan,High One,5.5,1#/F Room B,1,,B,273
2021/12/6,Sham Shui Po,Kent Place,8.5,2#/F Room C,2,,C,762
2021/12/6,Kai Tak,One Kai Tak(II),8,TOWER 3 2#/F Room H,2,TOWER 3,H,375
2021/12/6,Mei Foo,Mei Foo Sun Chuen,7.5,NO.42 BROADWAY 1#/F Room B,1,NO.42 BROADWAY,B,720
2021/12/6,Kai Tak,Monaco,51.92,MANSION C 3/F Room A,3,MANSION C,A,1595
2021/12/6,Cheung Sha Wan,Fulham Court,7.88,1#/F Room B,1,,B,663
2021/12/6,Olympic,Park Avenue,10.5,TOWER 7 3#/F Room G,3,TOWER 7,G,645
2021/12/6,Lam Tin,Laguna City,10,BLOCK 37 1#/F Room D,1,BLOCK 37,D,861
2021/12/6,Jordan,Man Wah Building,5.6,9/F Room 19,9,,19,565
2021/12/6,Mong Kok,The Platinum,4.43,1#/F Room C,1,,C,353
2021/12/6,Lam Tin,Laguna City,7.78,BLOCK 18 8/F Room B,8,BLOCK 18,B,639
2021/12/6,Hung Hom,Whampoa Estate,6.38,BLOCK Q 1#/F Room 1,1,BLOCK Q,1,550
2021/12/6,Sham Shui Po,Nam Pont Building,4.38,6/F Room C,6,,C,384
2021/12/6,Lam Tin,Hong Pak Court,6.1,BLOCK C 8/F Room 1,8,BLOCK C,1,710
2021/12/6,Hung Hom,Metro 6,7.99,1#/F Room C,1,,C,410
2021/12/6,Lai Chi Kok,Liberte,9.93,BLOCK 6 4#/F Room G,4,BLOCK 6,G,689
2021/12/6,Wong Tai Sin,Fu Yau Building,3.2,2#/F Room F,2,,F,388
2021/12/6,To Kwa Wan,No. 18 Farm Road,10.08,3#/F Room G,3,,G,652
2021/12/6,Ho Man Tin,Kowloon Chamber of Commercial Building,8.38,1#/F Room C,1,,C,660
2021/12/6,Olympic,Park Avenue,11.28,TOWER 2 2#/F Room F,2,TOWER 2,F,645
2021/12/6,Hung Hom,Laguna Verde,9.8,LAGUNA GRANDE TOWER 21 7/F Room G,7,LAGUNA GRANDE TOWER 21,G,738
2021/12/6,Cheung Sha Wan,High One,5.68,2#/F Room B,2,,B,273
2021/12/6,Jordan,Shui Heung Yuen Apartments,4.62,4/F Room E,4,,E,350
2021/12/6,Kowloon Station,The Waterfront,29,TOWER I 2#/F Room B,2,TOWER I,B,1388
2021/12/6,Sham Shui Po,Harbour Park,4.04,1#/F Room G,1,,G,214
2021/12/6,Mei Foo,Mei Foo Sun Chuen,10.38,NO.86 BROADWAY 6/F Room C,6,NO.86 BROADWAY,C,1150
2021/12/6,Ho Man Tin,The Zumurud,35,TOWER 1 1#/F Room A,1,TOWER 1,A,1623
2021/12/6,Kowloon City,Chi Chun Court,1.9,5/F Room D,5,,D,355
2021/12/6,Sham Shui Po,Seaside Sonata,12.97,TOWER 2 2#/F Room D,2,TOWER 2,D,723
2021/12/6,Ho Man Tin,One Homantin,19.62,TOWER 5 G/F Room C,,TOWER 5,C,752
2021/12/3,Lai Chi Kok,AquaMarine,9.7,BLOCK 2 4#/F Room E,4,BLOCK 2,E,680
2021/12/3,Wong Tai Sin,Tsui Chuk Garden,5.23,BLOCK 8 8/F Room F,8,BLOCK 8,F,480
2021/12/3,Ho Man Tin,Balwin Court,10,BLOCK 5 4/F Room C,4,BLOCK 5,C,740
2021/12/3,Kowloon Bay,Amoy Gardens,5.85,BLOCK M 2#/F Room 3,2,BLOCK M,3,443
2021/12/3,Lai Chi Kok,One West Kowloon,10,TOWER 2 2#/F Room C,2,TOWER 2,C,821
2021/12/3,Lam Tin,Hong Yat Court,5.58,BLOCK C 2#/F Room 8,2,BLOCK C,8,659
2021/12/3,Olympic,Island Harbourview,17,TOWER 9 6/F Room B,6,TOWER 9,B,1052
2021/12/3,Ngau Chi Wan,King Shan Court,5.22,BLOCK F 3#/F Room 7,3,BLOCK F,7,519
2021/12/3,Hung Hom,The metropolis Residence,9.38,TOWER TWO 2#/F Room 6,2,TOWER TWO,6,634
2021/12/3,Olympic,The Long Beach,10.5,TOWER 5 3#/F Room D,3,TOWER 5,D,753
2021/12/3,Lai Chi Kok,AquaMarine,10,BLOCK 2 1#/F Room A,1,BLOCK 2,A,783
2021/12/3,To Kwa Wan,Sky Tower,8.28,TOWER 1 7/F Room H,7,TOWER 1,H,639
2021/12/3,San Po Kong,The Latitude,9.4,TOWER 7 1#/F Room E,1,TOWER 7,E,691
2021/12/3,Whampoa,Whampoa Garden,18.33,SITE 9 BLOCK 8 1#/F Room G,1,SITE 9 BLOCK 8,G,1002
2021/12/3,Whampoa,Whampoa Garden,9.2,SITE 5 BLOCK 5 3/F Room B,3,SITE 5 BLOCK 5,B,788
2021/12/3,Hung Hom,AXIS,5.08,1#/F Room A,1,,A,247
2021/12/3,To Kwa Wan,Bailey Garden,7.76,TOWER 1 1#/F Room C,1,TOWER 1,C,611
2021/12/3,Cheung Sha Wan,Yiu Fai Mansion,3.78,1#/F Room B,1,,B,316
2021/12/3,To Kwa Wan,Wyler Garden,5.18,CHONG CHIEN COURT BLOCK H 2/F Room 5,2,CHONG CHIEN COURT BLOCK H,5,507
2021/12/3,Hung Hom,Whampoa Estate,6.1,BLOCK L 5/F Room 5,5,BLOCK L,5,550
2021/12/3,Mei Foo,Mei Foo Sun Chuen,9.55,NO.14 NASSAU STREET 1#/F Room C,1,NO.14 NASSAU STREET,C,900
2021/12/3,Ngau Chi Wan,Kingsford Terrace,7,BLOCK 3 3#/F Room G,3,BLOCK 3,G,691
2021/12/3,Wong Tai Sin,Tsz Oi Court,6.4,BLOCK M 3#/F Room 1,3,BLOCK M,1,851
2021/12/3,Wong Tai Sin,Fu Yau Building,3.85,8/F Room A,8,,A,320
2021/12/3,Mei Foo,Manhattan Hill,11,BLOCK 5 1#/F Room C,1,BLOCK 5,C,758
2021/12/3,Hung Hom,8 Baker Court,3.45,6/F Room B,6,,B,361
2021/12/3,Ho Man Tin,Peace Tower,6,6/F Room C,6,,C,453
2021/12/3,Lam Tin,Kai Tin Tower,5,BLOCK B 1#/F Room 6,1,BLOCK B,6,538
2021/12/3,Kowloon Tong,One Mayfair,42.88,TOWER 6 7/F Room B,7,TOWER 6,B,1645
2021/12/3,Hung Hom,Upper East,4.58,TOWER 1B 2#/F Room A,2,TOWER 1B,A,228
2021/12/3,Ngau Tau Kok,Lok Nga Court,5.28,BLOCK A 1#/F Room 1,1,BLOCK A,1,544
2021/12/3,Mong Kok,Macpherson Place,8.48,TOWER 1B 2#/F Room C,2,TOWER 1B,C,430
2021/12/3,Kowloon Bay,Amoy Gardens,6.42,BLOCK B 2#/F Room 8,2,BLOCK B,8,482
2021/12/3,Mei Foo,LaiChiKok Bay Garden,5.7,BLOCK B 2#/F Room 7,2,BLOCK B,7,518
2021/12/3,To Kwa Wan,Sky Tower,10.5,TOWER 6 5#/F Room G,5,TOWER 6,G,687
2021/12/3,Lam Tin,Sceneway Garden,9.25,BLOCK 10 1#/F Room A,1,BLOCK 10,A,783
2021/12/3,Lam Tin,Hong Ying Court,5.8,1#/F Room 13,1,,13,643
2021/12/3,To Kwa Wan,Bayview,15.8,1#/F Room C,1,,C,890
2021/12/3,Lai Chi Kok,Banyan Garden,11.18,TOWER 3 5#/F Room D,5,TOWER 3,D,678
2021/12/3,Lam Tin,Laguna City,7.5,BLOCK 8 4/F Room G,4,BLOCK 8,G,639
2021/12/3,Cheung Sha Wan,Sunning Court,5,5/F Room D,5,,D,418
2021/12/3,Kowloon Tong,Peninsula Heights,18,BLOCK B 3/F Room 7,3,BLOCK B,7,1578
2021/12/3,Cheung Sha Wan,Grand Victoria,13.69,PHASE 1 TOWER 5 9/F Room A,9,PHASE 1 TOWER 5,A,522
2021/12/3,Sham Shui Po,Gold Ming Building,3.5,9/F Room A,9,,A,398
2021/12/3,Kwun Tong,Hiu Lai Court,5.1,BLOCK G 6/F Room 2,6,BLOCK G,2,832
2021/12/3,Lam Tin,Sceneway Garden,8.55,BLOCK 12 2/F Room B,2,BLOCK 12,B,784
2021/12/3,Wong Tai Sin,Po Fat Building,3.6,1#/F Room B,1,,B,327
2021/12/3,Kowloon Tong,Peninsula Heights,20.18,BLOCK A 1#/F Room 3,1,BLOCK A,3,1405
2021/12/3,Yau Tong,The Spectacle,10.6,2#/F Room A,2,,A,1000
2021/12/3,Hung Hom,Metro 6,8.7,2#/F Room E,2,,E,420
2021/12/3,San Po Kong,Rhythm Garden,7.76,BLOCK 12 1#/F Room C,1,BLOCK 12,C,693
2021/12/3,Ngau Chi Wan,Aria,11.38,TOWER 2 7/F Room C,7,TOWER 2,C,982
2021/12/3,Hung Hom,Whampoa Estate,5.1,BLOCK A 1#/F Room 6,1,BLOCK A,6,520
2021/12/3,To Kwa Wan,Jubilant Place,8.4,TOWER 3 1#/F Room E,1,TOWER 3,E,691
2021/12/3,Cheung Sha Wan,Hong Fai Building,4.29,BLOCK A 6/F Room A1,6,BLOCK A,A1,394
2021/12/2,Cheung Sha Wan,Grand Victoria,14.48,PHASE 1 TOWER 5 2#/F Room D,2,PHASE 1 TOWER 5,D,536
2021/12/2,Tai Kok Tsui,Metro Harbour View,6.78,BLOCK 4 1#/F Room D,1,BLOCK 4,D,504
2021/12/2,Shek Kip Mei,Po Tin Building,0.2,2/F Room B,2,,B,321
2021/12/2,Tai Kok Tsui,Cetus‧Square Mile,5.43,TOWER 2 2#/F Room G,2,TOWER 2,G,194
2021/12/2,Tai Kok Tsui,Lime Stardom,5.03,1#/F Room H,1,,H,345
2021/12/2,Yau Ma Tei,Prosperous Garden,11,BLOCK 1 1#/F Room G,1,BLOCK 1,G,835
2021/12/2,Sham Shui Po,City Regalia,5.33,1#/F Room D,1,,D,481
2021/12/2,Cheung Sha Wan,Grand Victoria,14.32,PHASE 1 TOWER 3 (3A) 2#/F Room D,2,PHASE 1 TOWER 3 (3A),D,532
2021/12/2,Kowloon Bay,Amoy Gardens,6.11,BLOCK A 1#/F Room 3,1,BLOCK A,3,482
2021/12/2,Olympic,The Hermitage,18.5,TOWER 7 6#/F Room C,6,TOWER 7,C,1005
2021/12/2,Ho Man Tin,Park Horizon,10,8/F Room A,8,,A,747
2021/12/2,Wong Tai Sin,Kai Tak Garden,7.1,BLOCK 4 3#/F Room G,3,BLOCK 4,G,810
2021/12/2,Whampoa,Whampoa Garden,6.6,SITE 2 BLOCK 2 1#/F Room E,1,SITE 2 BLOCK 2,E,469
2021/12/2,Kowloon Bay,Telford Garden,7.75,BLOCK B 1#/F Room 9,1,BLOCK B,9,625
2021/12/2,Cheung Sha Wan,Grand Victoria,10.75,PHASE 1 TOWER 3 (3B) 9/F Room D,9,PHASE 1 TOWER 3 (3B),D,448
2021/12/2,Yau Ma Tei,Yue King Building,4.14,2#/F Room C,2,,C,319
2021/12/2,Lai King,Yuet Lai Court,5.88,LAI HA HOUSE--BLOCK C 2#/F Room 3,2,LAI HA HOUSE--BLOCK C,3,604
2021/12/2,Lam Tin,Sceneway Garden,9.45,BLOCK 3 1#/F Room G,1,BLOCK 3,G,785
2021/12/2,San Po Kong,San Po Kong Plaza,6.51,BLOCK 1 1#/F Room G,1,BLOCK 1,G,585
2021/12/2,Mei Foo,Mei Foo Sun Chuen,9.78,NO.91 BROADWAY 1#/F Room A,1,NO.91 BROADWAY,A,960
2021/12/2,To Kwa Wan,Grand waterfront,7.68,TOWER 5 1#/F Room B,1,TOWER 5,B,517
2021/12/2,Hung Hom,Laguna Verde,9.95,LAGUNA GRANDE TOWER 21 7/F Room H,7,LAGUNA GRANDE TOWER 21,H,743
2021/12/2,Ngau Chi Wan,King Shan Court,5.85,BLOCK F 1#/F Room 6,1,BLOCK F,6,680
2021/12/2,Lam Tin,Hong Tin Court,6.4,BLOCK A 1/F Room 5,1,BLOCK A,5,617
2021/12/2,Diamond Hill,Lung Poon Court,6.92,BLOCK D 1#/F Room 3,1,BLOCK D,3,579
2021/12/2,Mei Foo,Mei Foo Sun Chuen,15,NO.112 BROADWAY 3/F Room B,3,NO.112 BROADWAY,B,1800
2021/12/2,Cheung Sha Wan,Kin On Building,2.95,6/F Room G,6,,G,302
2021/12/2,Hung Hom,Harbour Place,9.15,TOWER 4 1#/F Room F,1,TOWER 4,F,559
2021/12/2,Kowloon Bay,Richland Gardens,5.45,BLOCK 15 4/F Room F,4,BLOCK 15,F,474
2021/12/2,Mei Foo,Mei Foo Sun Chuen,8.08,NO.75 BROADWAY 8/F Room C,8,NO.75 BROADWAY,C,880
2021/12/2,Kwun Tong,Kwun Tong Mansion,4,4/F Room 1,4,,1,475
2021/12/2,To Kwa Wan,Siu Fung Court,5.05,4/F Room C,4,,C,392
2021/12/2,To Kwa Wan,Jubilant Place,10.97,TOWER 2 3/F Room E,3,TOWER 2,E,888
2021/12/2,Ho Man Tin,One Homantin,25.79,TOWER 7 1#/F Room A,1,TOWER 7,A,795
2021/12/2,Hung Hom,Laguna Verde,15.2,GREENWOOD TOWER 4 6/F Room G,6,GREENWOOD TOWER 4,G,1078
2021/12/1,Kowloon Station,Sorrento,23.38,TOWER 2 1#/F Room A,1,TOWER 2,A,1156
2021/12/1,To Kwa Wan,Hung Hom Gardens,7.32,BLOCK 2 3/F Room C,3,BLOCK 2,C,596
2021/12/1,Lai Chi Kok,Liberte,7.68,BLOCK 5 1#/F Room D,1,BLOCK 5,D,498
2021/12/1,Kwun Tong,Hyde Tower,6.5,BLOCK A 3/F Room 2,3,BLOCK A,2,703
2021/12/1,Lai Chi Kok,Liberte,11,BLOCK 3 2#/F Room G,2,BLOCK 3,G,802
2021/12/1,Lam Tin,Sceneway Garden,8.25,BLOCK 7 2#/F Room A,2,BLOCK 7,A,680
2021/12/1,Yau Ma Tei,Dickson Building,3.9,6/F Room D,6,,D,374
2021/12/1,Yau Ma Tei,Shun Fung Building,3.7,7/F Room C,7,,C,333
2021/12/1,Kwun Tong,Yue Man Centre,6.88,TOWER 1 3/F Room F,3,TOWER 1,F,695
2021/12/1,Olympic,The Long Beach,10.4,TOWER 8 6/F Room E,6,TOWER 8,E,728
2021/12/1,Yau Yat Tsuen,Parc Oasis,10.9,TOWER 3 1/F Room D,1,TOWER 3,D,705
2021/12/1,To Kwa Wan,Sky Tower,9.08,TOWER 3 2#/F Room E,2,TOWER 3,E,605
2021/12/1,Lam Tin,Sceneway Garden,9.2,BLOCK 2 3/F Room E,3,BLOCK 2,E,783
2021/12/1,Olympic,Charming Garden,6.4,BLOCK 12 1#/F Room F,1,BLOCK 12,F,568
2021/12/1,Tai Kok Tsui,Chung Hing Building,2,6/F Room 3,6,,3,450
2021/12/1,Mei Foo,Lai Yan Court,5.95,BLOCK A 3#/F Room 4,3,BLOCK A,4,705
2021/12/1,Cheung Sha Wan,Hang Chun Court,6.7,BLOCK A 1#/F Room 2,1,BLOCK A,2,692
2021/12/1,Wong Tai Sin,Tin Wang Court,7.5,BLOCK B 8/F Room 7,8,BLOCK B,7,720
2021/12/1,Hung Hom,Upper East,6.55,TOWER 1A 2#/F Room A,2,TOWER 1A,A,296
2021/12/1,Lai Chi Kok,Banyan Garden,12.08,TOWER 2 5#/F Room B,5,TOWER 2,B,928
2021/12/1,Wong Tai Sin,Hang On Building,4.54,5/F Room B,5,,B,443
2021/12/1,Cheung Sha Wan,The Concerto,6.44,2#/F Room B,2,,B,283
2021/12/1,Jordan,Parkes Residence,4.55,2#/F Room E,2,,E,340
2021/12/1,Kwun Tong,Park Metropolitan,11.25,8/F Room K,8,,K,695
2021/12/1,Cheung Sha Wan,Grand Victoria,11.88,PHASE 3 TOWER 2 3/F Room C,3,PHASE 3 TOWER 2,C,449
2021/12/1,Ngau Chi Wan,Clear Water Bay 8,14.65,4#/F Room A,4,,A,939
2021/12/1,Sham Shui Po,Enchantee,5.98,3/F Room B,3,,B,177
2021/12/1,To Kwa Wan,My Place,5.18,2#/F Room B,2,,B,250
2021/12/1,Whampoa,Whampoa Garden,9.58,SITE 11 BLOCK 5 1#/F Room F,1,SITE 11 BLOCK 5,F,750
2021/12/1,Prince Edward,Fulland Court,5.35,9/F Room D,9,,D,438
2021/12/1,Hung Hom,Whampoa Estate,5.84,BLOCK I 2/F Room 3,2,BLOCK I,3,520
2021/12/1,To Kwa Wan,Sky Tower,9.58,TOWER 2 2#/F Room D,2,TOWER 2,D,605
2021/12/1,Cheung Sha Wan,Eastland Towers,3.89,BLOCK A 3/F Room G,3,BLOCK A,G,525
2021/12/1,Ngau Chi Wan,King Shan Court,3.63,BLOCK F 1#/F Room 2,1,BLOCK F,2,680
2021/12/1,Yau Tong,Peninsula East,8.3,TOWER 2 2#/F Room B,2,TOWER 2,B,517
2021/12/1,Hung Hom,Upper East,6.08,TOWER 1C 6/F Room M,6,TOWER 1C,M,312
2021/12/1,Tai Kok Tsui,Metro Harbour View,8.28,BLOCK 5 2#/F Room B,2,BLOCK 5,B,611
2021/12/1,Mei Foo,Mei Foo Sun Chuen,8.7,NO.124 BROADWAY 1#/F Room B,1,NO.124 BROADWAY,B,900
2021/12/1,Lam Tin,Hong Wah Court,4.98,B HONG WAH 1#/F Room 8,1,B HONG WAH,8,516
2021/12/1,Mei Foo,Mei Foo Sun Chuen,12.5,NO.22 BROADWAY 1/F Room C,1,NO.22 BROADWAY,C,1350
2021/12/1,Lai Chi Kok,AquaMarine,9.85,BLOCK 5 4#/F Room B,4,BLOCK 5,B,665
2021/12/1,Yau Ma Tei,Wai Yip Building,5.3,1#/F Room B,1,,B,550
2021/11/30,Wong Tai Sin,Peter's House,4.9,1#/F Room D,1,,D,451
2021/11/30,Lai Chi Kok,AquaMarine,9.68,BLOCK 2 4#/F Room B,4,BLOCK 2,B,665
2021/11/30,Tai Kok Tsui,Metro Harbour View,7.55,BLOCK 2 3#/F Room E,3,BLOCK 2,E,504
2021/11/30,To Kwa Wan,Sky Tower,10,TOWER 1 2#/F Room G,2,TOWER 1,G,691
2021/11/30,Diamond Hill,Galaxia,10,TOWER B 4#/F Room 2,4,TOWER B,2,656
2021/11/30,To Kwa Wan,Lucky Mansion,5.28,1#/F Room A,1,,A,442
2021/11/30,Lam Tin,Laguna City,8.75,BLOCK 12 1#/F Room B,1,BLOCK 12,B,669
2021/11/30,Yau Ma Tei,Prosperous Garden,8.88,BLOCK 2 1#/F Room C,1,BLOCK 2,C,712
2021/11/30,Cheung Sha Wan,Beacon Lodge,8.08,1#/F Room D,1,,D,671
2021/11/30,Cheung Sha Wan,Phase 1B of The Campton,13.81,3#/F Room B,3,,B,657
2021/11/30,To Kwa Wan,93pauchungstreet,6.85,2#/F Room F,2,,F,333
2021/11/30,Jordan,Arbour,8.31,2/F Room B6,2,,B6,314
2021/11/30,Tai Kok Tsui,Cetus‧Square Mile,6.93,TOWER 1 3#/F Room J,3,TOWER 1,J,248
2021/11/30,Tai Kok Tsui,Cetus‧Square Mile,6.98,TOWER 1 3#/F Room H,3,TOWER 1,H,248
2021/11/30,Lam Tin,Hong Tin Court,6.15,BLOCK C 1/F Room 1,1,BLOCK C,1,617
2021/11/30,Tai Kok Tsui,Cetus‧Square Mile,5.5,TOWER 2 3#/F Room G,3,TOWER 2,G,194
2021/11/30,Kowloon Bay,Telford Garden,3,BLOCK E 3/F Room 1,3,BLOCK E,1,625
2021/11/30,Kowloon City,The Avery,6.62,2#/F Room B,2,,B,439
2021/11/30,Cheung Sha Wan,Grand Victoria,12.48,PHASE 3 TOWER 2 1#/F Room C,1,PHASE 3 TOWER 2,C,449
2021/11/30,Jordan,Man Wah Building,8,7/F Room 18,7,,18,820
2021/11/30,Cheung Sha Wan,Grand Victoria,7.39,PHASE 3 TOWER 1 (1B) 1#/F Room F,1,PHASE 3 TOWER 1 (1B),F,278
2021/11/30,Kowloon Bay,Telford Garden,7.88,BLOCK L 7/F Room 6,7,BLOCK L,6,603
2021/11/30,Kwun Tong,Park Metropolitan,9.68,7/F Room B,7,,B,560
2021/11/29,Cheung Sha Wan,High One,5.7,2#/F Room E,2,,E,273
2021/11/29,To Kwa Wan,The Zutten,5.68,8/F Room H,8,,H,261
2021/11/29,Lam Tin,Laguna City,10.4,BLOCK 38 1#/F Room E,1,BLOCK 38,E,861
2021/11/29,Hung Hom,Harbour Place,10.92,TOWER 4 2#/F Room B,2,TOWER 4,B,770
2021/11/29,Tsim Sha Tsui,The Masterpiece,22.3,5#/F Room D,5,,D,816
2021/11/29,Jordan,Man Wah Building,7.23,1#/F Room 22,1,,22,710
2021/11/29,Hung Hom,Royal Peninsula,20.88,BLOCK 1 3#/F Room D,3,BLOCK 1,D,1322
2021/11/29,Mei Foo,Mei Foo Sun Chuen,8.48,NO.3 HUMBERT STREET 6/F Room D,6,NO.3 HUMBERT STREET,D,880
2021/11/29,Kowloon Bay,Tak Bo Garden,5.28,BLOCK B 3#/F Room B3,3,BLOCK B,B3,397
2021/11/29,Diamond Hill,Galaxia,9.77,TOWER A 2#/F Room 7,2,TOWER A,7,656
2021/11/29,Hung Hom,Golden Court,4.28,9/F Room B,9,,B,398
2021/11/29,Kowloon Bay,On Kay Court,6.58,BLOCK D 1#/F Room 1,1,BLOCK D,1,676
2021/11/29,Mong Kok,Tsui Yuen Mansion,2,BLOCK I 1#/F Room 14,1,BLOCK I,14,300
2021/11/29,Jordan,Arbour,10.34,2#/F Room B3,2,,B3,378
2021/11/29,Wong Tai Sin,Tsz Oi Court,4.75,BLOCK H 1#/F Room 7,1,BLOCK H,7,663
2021/11/29,Lai Chi Kok,Liberte,11.6,BLOCK 6 4#/F Room C,4,BLOCK 6,C,801
2021/11/29,Cheung Sha Wan,Grand Victoria,9.18,PHASE 3 TOWER 1 (1B) 2#/F Room D,2,PHASE 3 TOWER 1 (1B),D,331
2021/11/29,Mei Foo,Mei Foo Sun Chuen,7,NO.47 BROADWAY 8/F Room C,8,NO.47 BROADWAY,C,780
2021/11/29,Hung Hom,Laguna Verde,10,LAGUNA GRANDE TOWER 21 1#/F Room F,1,LAGUNA GRANDE TOWER 21,F,738
2021/11/29,Mei Foo,Mei Foo Sun Chuen,7.9,NO.43 BROADWAY 2#/F Room A,2,NO.43 BROADWAY,A,880
2021/11/29,Hung Hom,The metropolis Residence,10,TOWER TWO 1#/F Room 22,1,TOWER TWO,22,629
2021/11/29,Lam Tin,Hong Nga Court,4.15,BLOCK B 3#/F Room 12,3,BLOCK B,12,737
2021/11/29,Ho Man Tin,Celestial Height,27.1,APARTMENT NO. 29 3#/F Room 29,3,APARTMENT NO. 29,29,1636
2021/11/29,Kwun Tong,Hiu Lai Court,3.98,BLOCK G 2#/F Room 14,2,BLOCK G,14,596
2021/11/29,San Po Kong,Man Yue Building,2.9,2/F Room 10,2,,10,329
2021/11/29,Shek Kip Mei,Ample Building,5.28,9/F Room J,9,,J,490
2021/11/29,Mong Kok,Kam Mong Building,4.18,8/F Room C,8,,C,471
2021/11/29,Lam Tin,Hong Tin Court,6.6,BLOCK C 4/F Room 6,4,BLOCK C,6,639
2021/11/29,Kwun Tong,Hiu Ming Court,7.4,1#/F Room 9,1,,9,901
2021/11/29,Sham Shui Po,Wing On Building,4.18,2/F Room 252,2,,252,680
2021/11/29,To Kwa Wan,Grand waterfront,7.73,TOWER 6 5#/F Room A,5,TOWER 6,A,523
2021/11/29,Tai Kok Tsui,Metro Harbour View,6.57,BLOCK 6 2#/F Room A,2,BLOCK 6,A,477
2021/11/29,Cheung Sha Wan,Cheung Fai Building,4.35,1#/F Room F,1,,F,343
2021/11/29,Kowloon Bay,Amoy Gardens,6.08,BLOCK B 1#/F Room 5,1,BLOCK B,5,462
2021/11/26,Cheung Sha Wan,Phase 1B of The Campton,6,6/F Room M,6,,M,287
2021/11/26,Lam Tin,Laguna City,10,BLOCK 10 7/F Room H,7,BLOCK 10,H,939
2021/11/26,To Kwa Wan,Braemar Court,5.4,2#/F Room B,2,,B,485
2021/11/26,Wong Tai Sin,Tin Ma Court,4.3,BLOCK C 4/F Room 8,4,BLOCK C,8,479
2021/11/26,Cheung Sha Wan,Phase 1B of The Campton,8,9/F Room Q,9,,Q,386
2021/11/26,Sham Shui Po,Enchantee,4.7,3/F Room C,3,,C,158
2021/11/26,Sham Shui Po,Harbour Park,4.2,2#/F Room G,2,,G,214
2021/11/26,Yau Ma Tei,The Coronation,9.05,TOWER 7 2#/F Room E,2,TOWER 7,E,607
2021/11/26,Ho Man Tin,Celestial Height,36.68,APARTMENT NO. 38 2#/F Room 38,2,APARTMENT NO. 38,38,2313
2021/11/26,Hung Hom,Laguna Verde,15.95,VILLA VERDE TOWER 6 1#/F Room E,1,VILLA VERDE TOWER 6,E,1148
2021/11/26,Kowloon Bay,Tak Bo Garden,4.65,BLOCK A 2#/F Room A8,2,BLOCK A,A8,336
2021/11/26,Lai Chi Kok,Banyan Garden,8.8,TOWER 2 3#/F Room H,3,TOWER 2,H,639
2021/11/26,Cheung Sha Wan,Grand Victoria,6.94,PHASE 3 TOWER 1 (1B) 1#/F Room F,1,PHASE 3 TOWER 1 (1B),F,278
2021/11/26,Cheung Sha Wan,Yiu Fai Mansion,3.48,6/F Room B,6,,B,316
2021/11/26,To Kwa Wan,Sky Tower,9.03,TOWER 5 1#/F Room E,1,TOWER 5,E,605
2021/11/26,Lai Chi Kok,Liberte,9.8,BLOCK 7 2#/F Room G,2,BLOCK 7,G,689
2021/11/26,Kowloon Bay,Amoy Gardens,5.92,BLOCK C 1#/F Room 7,1,BLOCK C,7,482
2021/11/26,Kwun Tong,Park Metropolitan,9.5,1#/F Room H,1,,H,540
