Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area,x,y
20/7/2021,Tung Chung,Coastal Skyline,6.8,BLOCK 3 5#/F Room G,5,BLOCK 3,G,555,812475,816930
20/7/2021,Tin Shui Wai,Tin Chung Court,3.95,BLOCK G 2#/F Room 4,2,BLOCK G,4,664,817906,835631
20/7/2021,Tseung Kwan O,Corinthia by the Sea,17,TOWER 3 1#/F Room B,1,TOWER 3,B,957,844784,818254
20/7/2021,Tsuen Wan,Summit Terrace,3.85,TOWER 1 3#/F Room E,3,TOWER 1,E,740,828982,826335
20/7/2021,ShaTin,Yu Chui Court,5.45,YU CHAI HOUSE--BLOCK H 7/F Room 3,7,YU CHAI HOUSE--BLOCK H,3,682,839165,826754
20/7/2021,Tuen Mun,Yuet Wu Villa,4.5,BLOCK 7 2#/F Room K,2,BLOCK 7,K,518,814790,826080
20/7/2021,Tin Shui Wai,Tin Shing Court,5.8,BLOCK R 4#/F Room 6,4,BLOCK R,6,853,818208,834339
20/7/2021,Kwai Chung,Regency Park,19.38,TOWER 2 1#/F Room B,1,TOWER 2,B,1531,832214,823574
20/7/2021,Tseung Kwan O,Ocean Shores,9.38,TOWER 12 4#/F Room B,4,TOWER 12,B,674,844076,818195
20/7/2021,Lohas Park District,Lohas Park,9.38,LA SPLENDEUR OF LE PRESTIGE TOWER 10 2#/F Room RD,2,LA SPLENDEUR OF LE PRESTIGE TOWER 10,RD,971,846171,817317
20/7/2021,Tseung Kwan O,Kwong Ming Court,4.87,KWONG NING HOUSE--BLOCK F 3#/F Room 4,3,KWONG NING HOUSE--BLOCK F,4,708,844845,819297
20/7/2021,Tseung Kwan O,Bauhinia Garden,5.23,TOWER 5 3#/F Room J,3,TOWER 5,J,502,835588,815277
20/7/2021,Tseung Kwan O,Verbena Heights,5.2,BLOCK 1 9/F Room C,9,BLOCK 1,C,776,844397,820325
20/7/2021,Tseung Kwan O,Chung Ming Court,4.65,YIN MING HOUSE--BLOCK C 3#/F Room 10,3,YIN MING HOUSE--BLOCK C,10,710,845137,819865
20/7/2021,Tsuen Wan,Kam Fung Garden,5.28,BLOCK 1 1#/F Room H,1,BLOCK 1,H,470,829157,826319
20/7/2021,Tseung Kwan O,On Ning Garden,6.76,BLOCK 1 5/F Room F,5,BLOCK 1,F,691,845137,819622
20/7/2021,Lohas Park District,Lohas Park,9.55,LE PRESTIGE TOWER 1 4#/F Room RC,4,LE PRESTIGE TOWER 1,RC,965,846184,817109
20/7/2021,Tuen Mun,2GERHER,4.73,SOUTH WING 2/F Room B,2,SOUTH WING,B,276,817842.784,835786.613
20/7/2021,Tseung Kwan O,Twin Peaks,7.2,TOWER 1 1#/F Room C,1,TOWER 1,C,372,844918,818388
20/7/2021,Tung Chung,Century Link,6,PHASE 2 TOWER 2A 3/F Room 7,3,PHASE 2 TOWER 2A,7,384,812910,817496
20/7/2021,ShaTin,Castello,8.58,BLOCK 1 2#/F Room A,2,BLOCK 1,A,718,840153,827180
20/7/2021,Yuen Long,Yuccie Square,9,TOWER 1 2#/F Room A,2,TOWER 1,A,646,820910,834183
20/7/2021,Tuen Mun,Siu Hei Court,4.65,NGA HEI HOUSE--BLOCK D 1#/F Room 16,1,NGA HEI HOUSE--BLOCK D,16,495,814594,826130
20/7/2021,Yuen Long,Sereno Verde,8.4,PHASE 2 BLOCK 9 1#/F Room D,1,PHASE 2 BLOCK 9,D,1048,821316,833089
20/7/2021,Tseung Kwan O,Metro City,7.18,TOWER 4 2#/F Room B,2,TOWER 4,B,487,844647,820468
20/7/2021,Tuen Mun,Parkland Villas,7.49,BLOCK 6 8/F Room C,8,BLOCK 6,C,830,816118,830164
20/7/2021,Tai Po,Eightland Gardens,5.4,BLOCK 4 1#/F Room A,1,BLOCK 4,A,526,835249,834762
20/7/2021,Tuen Mun,Lung Mun Oasis,3.6,BLOCK 14 4/F Room A,4,BLOCK 14,A,568,814676,827305
20/7/2021,Tuen Mun,Tuen Mun Town Plaza,4.82,TOWER 1 4/F Room A,4,TOWER 1,A,432,837451,826787
20/7/2021,Tin Shui Wai,Tin Fu Court,4.18,BLOCK K 6/F Room 5,6,BLOCK K,5,854,817992,836191
20/7/2021,Tuen Mun,Lung Mun Oasis,3.4,BLOCK 9 5/F Room E,5,BLOCK 9,E,504,814607,827285
20/7/2021,Ma On Shan,Kam Fung Court,4.8,KAM HO HOUSE--BLOCK H 3#/F Room 4,3,KAM HO HOUSE--BLOCK H,4,587,841239,831277
20/7/2021,Tuen Mun,Lung Mun Oasis,4.8,BLOCK 7 2#/F Room F,2,BLOCK 7,F,705,814719,827391
20/7/2021,Tuen Mun,Lung Mun Oasis,3.3,BLOCK 13 1#/F Room E,1,BLOCK 13,E,504,814714,827352
20/7/2021,Ma On Shan,Kam Fung Court,5.3,KAM WAI HOUSE--BLOCK C 2#/F Room 3,2,KAM WAI HOUSE--BLOCK C,3,828,841292,831593
20/7/2021,Tin Shui Wai,Tin Shing Court,5,BLOCK D 2#/F Room 9,2,BLOCK D,9,859,818208,834339
20/7/2021,Tin Shui Wai,Tin Shing Court,5.23,BLOCK B 2#/F Room 9,2,BLOCK B,9,859,818208,834339
20/7/2021,Tseung Kwan O,Park Central,7.95,TOWER 10 5/F Room D,5,TOWER 10,D,527,844550,818730
9/12/2021,Tai Wai,Granville Garden,8.8,TOWER 1 2#/F Room C,2,TOWER 1,C,832,835638,826473
9/12/2021,Ma On Shan,Sunshine City,6.4,BLOCK G 1#/F Room 3,1,BLOCK G,3,491,842047,831656
9/12/2021,Tai Wai,Festival City,6.75,PHASE II TOWER 5 3#/F Room SA,3,PHASE II TOWER 5,SA,981,835997,825552
9/12/2021,Yuen Long,Twin Regency,7,TOWER 1 5/F Room K,5,TOWER 1,K,485,821094,834777
9/12/2021,Tsuen Wan,Riviera Gardens,5.65,TOWER 7 2#/F Room D,2,TOWER 7,D,555,829614,824725
9/12/2021,ShaTin,SHATIN NEW TOWN,6.53,BLOCK B2 1/F Room C,1,BLOCK B2,C,570,815823,827972
9/12/2021,Tin Shui Wai,Central Park Towers,6.45,TOWER 8 1#/F Room G,1,TOWER 8,G,654,818214,835588
9/12/2021,Tseung Kwan O,Metro City,7.2,TOWER 3 2#/F Room F,2,TOWER 3,F,511,844647,820468
9/12/2021,Tseung Kwan O,The Pinnacle,7.3,BLOCK 3 1#/F Room C,1,BLOCK 3,C,710,844671,820148
9/12/2021,ShaTin,City One Shatin,5.2,BLOCK 46 2#/F Room H,2,BLOCK 46,H,410,838922,827394
20/7/2021,Tseung Kwan O,The Beaumount,8.83,TOWER 2 2#/F Room D,2,TOWER 2,D,915,846352,817660
20/7/2021,Tsuen Wan,Belvedere Garden,7.68,BLOCK 3 7/F Room H,7,BLOCK 3,H,830,828502,825836
20/7/2021,Tuen Mun,Glorious Garden,3.5,BLOCK 4 2#/F Room K,2,BLOCK 4,K,504,814547,827192
20/7/2021,Tuen Mun,Kingston Terrace,4.48,BLOCK 4 3#/F Room H,3,BLOCK 4,H,679,816098,829325
20/7/2021,Tuen Mun,Nerine Cove,7.1,BLOCK 5 1#/F Room A,1,BLOCK 5,A,706,815113,827097
20/7/2021,Tsuen Wan,Tsuen Wan Plaza,7.7,BLOCK 1 1#/F Room A,1,BLOCK 1,A,542,829463,825745
20/7/2021,Tuen Mun,Kam Wah Garden,5.6,BLOCK A 3#/F Room 5,3,BLOCK A,5,483,815513,828287
20/7/2021,Tuen Mun Castle Peak Road,The Bloomsway,6.83,THE LAGUNA TOWER 12 2/F Room D,2,THE LAGUNA TOWER 12,D,592,816866,826354
20/7/2021,ShaTin,ShatinPark,4.3,STAGE 2 APEX GARDEN--BLOCK 1 1#/F Room G,1,STAGE 2 APEX GARDEN--BLOCK 1,G,421,838248,826891
20/7/2021,Tsing Yi,Ching Nga Court,4.48,2#/F Room 10,2,,10,583,828818,824843
20/7/2021,Tai Po,Chung Nga Court,3,CHUNG SIN HOUSE--BLOCK B 3#/F Room 13,3,CHUNG SIN HOUSE--BLOCK B,13,591,835618,835579
20/7/2021,Tsuen Wan,Sheung Chui Court,5.58,BLOCK C 3#/F Room 6,3,BLOCK C,6,443,830446,825334
20/7/2021,Tai Po,Providence Peak,10.28,TOWER 8 1#/F Room A,1,TOWER 8,A,1287,838848,832529
20/7/2021,ShaTin,Peak One,6,FLOOR SKY ONE 6/F Room C07,6,FLOOR SKY ONE,C07,391,836520,826942
20/7/2021,Tuen Mun,The Sherwood,5.35,BLOCK 2 7/F Room B,7,BLOCK 2,B,599,816537,831210
20/7/2021,Fan Ling,Yan Shing Court,4.8,YAN LAI HOUSE--BLOCK B 2#/F Room 9,2,YAN LAI HOUSE--BLOCK B,9,827,832490,838601
20/7/2021,Tuen Mun Castle Peak Road,Emerald Bay,5.54,TOWER 3 2#/F Room A,2,TOWER 3,A,325,818049,825860
20/7/2021,Tsuen Wan,Bayview Garden,8.3,BLOCK 2 7/F Room G,7,BLOCK 2,G,858,828229,825560
20/7/2021,Yuen Long,Recours La Serre,8.95,BLOCK 7 1/F Room A,1,BLOCK 7,A,1415,818934,832542
20/7/2021,Tai Po,Solaria,9.06,TOWER 9 1#/F Room E,1,TOWER 9,E,453,839221,832228
20/7/2021,Tin Shui Wai,Tin Fu Court,4.2,BLOCK E 3/F Room 4,3,BLOCK E,4,830,817862,836098
20/7/2021,Yuen Long,Nan Tin Mansion,4,1#/F Room 1,1,,1,422,820768,833725
20/7/2021,Tsing Yi,Mount Haven,9.42,BLOCK 6 5/F Room C,5,BLOCK 6,C,963,827876,823745
20/7/2021,Tai Wai,Carado Garden,6.8,BLOCK 5 4/F Room C,4,BLOCK 5,C,667,836195,825404
20/7/2021,Tin Shui Wai,Central Park Towers,7,TOWER 6 5#/F Room C,5,TOWER 6,C,658,818127,835580
20/7/2021,Tung Chung,Caribbean Coast,9.3,TOWER 8 5#/F Room G,5,TOWER 8,G,1000,812795,817057
20/7/2021,Ma On Shan,Sunshine City,8.63,BLOCK K 2#/F Room 4,2,BLOCK K,4,697,841789,831576
20/7/2021,ShaTin,City One Shatin,5.62,BLOCK 29 1/F Room C,1,BLOCK 29,C,395,839193,827465
20/7/2021,Tai Wai,Hill Paramount,29.5,BLOCK 2 2#/F Room A,2,BLOCK 2,A,2297,836111,824662
20/7/2021,Fan Ling,Fanling Centre,6.72,PHASE I BLOCK E 2#/F Room 3,2,PHASE I BLOCK E,3,694,832715,838955
20/7/2021,ShaTin,Castello,11.68,BLOCK 3 2#/F Room G,2,BLOCK 3,G,1063,840219,827206
20/7/2021,Tsuen Wan,Bayview Garden,10.8,BLOCK 1 2#/F Room C,2,BLOCK 1,C,943,828203,825527
20/7/2021,Tung Chung,Caribbean Coast,8.2,TOWER 8 2#/F Room B,2,TOWER 8,B,986,812795,817057
20/7/2021,Tseung Kwan O,Ocean Shores,9.45,TOWER 10 3#/F Room B,3,TOWER 10,B,678,844135,818147
20/7/2021,Tin Shui Wai,Tin Fu Court,4.28,BLOCK O 1#/F Room 7,1,BLOCK O,7,664,818163,836132
20/7/2021,Tin Shui Wai,Tin Chung Court,3.4,BLOCK M 8/F Room 14,8,BLOCK M,14,579,817927,835774
20/7/2021,Tseung Kwan O,Park Central,8.58,TOWER 3 1#/F Room H,1,TOWER 3,H,617,844532,818641
20/7/2021,Tung Chung,Coastal Skyline,10.75,BLOCK 7 2#/F Room B,2,BLOCK 7,B,1183,812369,816940
20/7/2021,Tai Wo,Po Nga Court,5.47,BLOCK B 1#/F Room 5,1,BLOCK B,5,588,834437,834635
20/7/2021,Tseung Kwan O,Tseung Kwan O Plaza,8.25,TOWER 7 1#/F Room G,1,TOWER 7,G,605,845122,818854
20/7/2021,Tai Po,Tai Po Plaza,5.2,YEE HING COURT--BLOCK 4 5/F Room F,5,YEE HING COURT--BLOCK 4,F,495,835800,818454
20/7/2021,Tsuen Wan,Belvedere Garden,6.9,PHASE 2 BLOCK 6 3#/F Room G,3,PHASE 2 BLOCK 6,G,668,828328,825851
20/7/2021,Tuen Mun Castle Peak Road,Emerald Bay,5.31,TOWER 5A 1#/F Room D,1,TOWER 5A,D,307,818055,825859
20/7/2021,Tai Wai,King Tin Court,5.8,BING SAM HOUSE--BLOCK C 2#/F Room 5,2,BING SAM HOUSE--BLOCK C,5,540,836531,825324
20/7/2021,Tung Chung,Century Link,6.5,PHASE 1 TOWER 3B 2#/F Room 5,2,PHASE 1 TOWER 3B,5,412,812863,817457
20/7/2021,Tuen Mun Castle Peak Road,Hong Kong Gold Coast,7.18,BLOCK 4 9/F Room A,9,BLOCK 4,A,888,817485,825474
20/7/2021,Tai Wai,Ka Keng Court,7.1,BLOCK B 3#/F Room 4,3,BLOCK B,4,833,835994,825061
20/7/2021,Tseung Kwan O,Beverly Garden,5.76,BLOCK 1 1#/F Room G,1,BLOCK 1,G,692,844949,819111
20/7/2021,Tseung Kwan O,Choi Ming Court,5.33,CHOI CHUNG HOUSE--BLOCK C 1#/F Room 7,1,CHOI CHUNG HOUSE--BLOCK C,7,659,844277,818810
20/7/2021,Yuen Long,Grand YOHO,9.98,PHASE 1 TOWER 10 4#/F Room A,4,PHASE 1 TOWER 10,A,537,821888.637,833984.3869
20/7/2021,Tuen Mun Castle Peak Road,Emerald Bay,6.66,TOWER 2A 5/F Room D,5,TOWER 2A,D,383,818039,825857
20/7/2021,Tuen Mun Castle Peak Road,Emerald Bay,4.02,TOWER 1 8/F Room G,8,TOWER 1,G,229,818026,825854
20/7/2021,Tai Wai,Grandeur Garden,6.2,TOWER 2 1#/F Room A,1,TOWER 2,A,463,836320,826130
20/7/2021,Tuen Mun Castle Peak Road,Emerald Bay,3.57,TOWER 1A 1/F Room H,1,TOWER 1A,H,223,818026,825854
20/7/2021,Tung Chung,Coastal Skyline,10.95,BLOCK 8 3#/F Room D,3,BLOCK 8,D,1000,812330,816947
20/7/2021,ShaTin,ShatinPark,4,STAGE 1 ASHLEY GARDEN--BLOCK 3 1#/F Room G,1,STAGE 1 ASHLEY GARDEN--BLOCK 3,G,552,838388,826664
20/7/2021,Tuen Mun,Rainbow Garden,4.7,BLOCK B 1#/F Room 1,1,BLOCK B,1,503,816058,827462
20/7/2021,Tsuen Wan,Tsuen Wan Centre,0.66,BLOCK 4--SOOCHOW HOUSE 2#/F Room C,2,BLOCK 4--SOOCHOW HOUSE,C,486,829099,826561
20/7/2021,ShaTin,Hong Lam Court,4.78,SHAN LAM HOUSE--BLOCK A 9/F Room 3,9,SHAN LAM HOUSE--BLOCK A,3,515,840476,826832
20/7/2021,Tuen Mun Castle Peak Road,Emerald Bay,5.28,TOWER 1A 1#/F Room E,1,TOWER 1A,E,318,818026,825854
20/7/2021,Tsuen Wan,Vision City,10.1,TOWER 1 1#/F Room E,1,TOWER 1,E,672,829725,825613
20/7/2021,Yuen Long,Fairview Park,12.45,NO. 73 5TH STREET SECTION K,,NO. 73 5TH STREET SECTION,K,1050,822397,837993
19/7/2021,Ma On Shan,Double Cove,8.8,PHASE 4 BLOCK 6 1#/F Room C,1,PHASE 4 BLOCK 6,C,491,842912,832454
19/7/2021,Yuen Long,Grand YOHO,9.35,PHASE 1 TOWER 9 2#/F Room G,2,PHASE 1 TOWER 9,G,543,821888.637,833984.3869
19/7/2021,Sai Kung,Park Mediterranean,5.56,TOWER 2 1/F Room F,1,TOWER 2,F,378,845451,826563
19/7/2021,Tai Wai,The Pavilia Farm,15.91,TOWER 5 (5B) 7/F Room A,7,TOWER 5 (5B),A,630,835169,818525
19/7/2021,Tai Wai,The Pavilia Farm,21.4,TOWER 6 (6B) 6#/F Room C,6,TOWER 6 (6B),C,866,837996,815983
19/7/2021,Tuen Mun,Regency Bay,8.65,TOWER 1 1#/F Room K,1,TOWER 1,K,456,815043,826920
19/7/2021,Tai Wai,The Pavilia Farm,8.66,TOWER 7 (7A) 5#/F Room D,5,TOWER 7 (7A),D,324,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,10.8,TOWER 6 (6B) 7/F Room F,7,TOWER 6 (6B),F,426,837996,815983
19/7/2021,Tai Wai,The Pavilia Farm,19.98,TOWER 6 (6B) 6#/F Room A,6,TOWER 6 (6B),A,683,837996,815983
19/7/2021,Tuen Mun,Kam Wah Garden,4.75,BLOCK B 1#/F Room 8,1,BLOCK B,8,483,815553,828297
19/7/2021,Tung Chung,Caribbean Coast,8.83,TOWER 16 4#/F Room D,4,TOWER 16,D,976,812795,817057
19/7/2021,Sheung Shui,Valais,39.6,VALAIS II HOUSE NO.19 OF LUZERN BOULEVARD,,VALAIS II HOUSE NO.19 OF LUZERN,BOULEVARD,4172,843245,820000
19/7/2021,Tuen Mun,Regency Bay,8.85,TOWER 1 1#/F Room K,1,TOWER 1,K,456,815043,826920
19/7/2021,Tuen Mun,Regency Bay,8.75,TOWER 1 2#/F Room K,2,TOWER 1,K,456,815043,826920
19/7/2021,Tseung Kwan O,Oscar By The Sea,10,BLOCK 3 1#/F Room B,1,BLOCK 3,B,1005,845550,818761
19/7/2021,ShaTin,Prima Villa,7.5,BLOCK 5 1#/F Room H,1,BLOCK 5,H,525,839076,827054
19/7/2021,Tuen Mun,2GERHER,5.1,SOUTH WING 2#/F Room E,2,SOUTH WING,E,301,817842.784,835786.613
19/7/2021,Tseung Kwan O,The Beaumount,7.8,TOWER 3 4#/F Room C,4,TOWER 3,C,658,846387,817657
19/7/2021,Tseung Kwan O,Metro City,8.82,PHASE II TOWER 1 7/F Room D,7,PHASE II TOWER 1,D,750,844647,820468
19/7/2021,Tseung Kwan O,Tseung Kwan O Plaza,8.25,TOWER 2 5#/F Room G,5,TOWER 2,G,619,845098,818939
19/7/2021,Tseung Kwan O,Kwong Ming Court,4.08,KWONG YIN HOUSE--BLOCK C 1#/F Room 15,1,KWONG YIN HOUSE--BLOCK C,15,574,844668,819292
19/7/2021,Yuen Long,Sol City,6,TOWER 1 3#/F Room E,3,TOWER 1,E,325,820610,834218
9/12/2021,Tung Chung,Century Link,7.44,PHASE 1 TOWER 5A 7/F Room 7,7,PHASE 1 TOWER 5A,7,484,812822,817421
9/12/2021,Tuen Mun,Siu Hong Court,4,SIU KEI HOUSE--BLOCK R 1/F Room 3,1,SIU KEI HOUSE--BLOCK R,3,564,815726,830530
9/12/2021,Tsing Yi,Grand Horizon,7.5,BLOCK 1 2#/F Room H,2,BLOCK 1,H,676,829317,823675
9/12/2021,Fan Ling,Ka Shing Court,6.38,BLOCK B 5/F Room 1,5,BLOCK B,1,889,831879,839349
9/12/2021,Tseung Kwan O,Nan Fung Plaza,7.95,TOWER 5 2#/F Room A,2,TOWER 5,A,877,845284,819515
9/12/2021,Tsuen Wan,IndiHome,6.35,4#/F Room 6,4,,6,433,830243,825229
9/12/2021,Tai Wo,Tai Wo Centre,5.05,BLOCK 2 2#/F Room B,2,BLOCK 2,B,390,834994,834730
9/12/2021,Tseung Kwan O,Tseung Kwan O Plaza,8.45,TOWER 5 5#/F Room E,5,TOWER 5,E,590,845055,818830
9/12/2021,Lohas Park District,Lohas Park,12,LE PRESTIGE TOWER 5 2#/F Room RD,2,LE PRESTIGE TOWER 5,RD,1298,846101,817181
9/12/2021,Kwai Fong,Kwai Fong Terrace,5.9,BLOCK 2 7/F Room B,7,BLOCK 2,B,590,831282,824030
19/7/2021,Tuen Mun,Regency Bay,8.48,TOWER 1 2#/F Room K,2,TOWER 1,K,456,815043,826920
19/7/2021,Tuen Mun,Regency Bay,6.54,TOWER 1 2#/F Room M,2,TOWER 1,M,305,815043,826920
19/7/2021,Tai Po,Chung Nga Court,4.45,CHUNG SIN HOUSE--BLOCK B 2#/F Room 5,2,CHUNG SIN HOUSE--BLOCK B,5,513,835618,835579
19/7/2021,Ma On Shan,Oceanaire,10,TOWER 5B 2#/F Room C,2,TOWER 5B,C,877,841156,830622
19/7/2021,Ma On Shan,Oceanaire,9.98,TOWER 1B 1#/F Room C,1,TOWER 1B,C,977,841148,830597
19/7/2021,ShaTin,Belair Gardens,6.32,NELLY HEIGHTS--BLOCK N 5/F Room F,5,NELLY HEIGHTS--BLOCK N,F,680,838685,827444
19/7/2021,Ma On Shan,Lake Silver,9.18,TOWER 1 1#/F Room E,1,TOWER 1,E,729,843072,832129
19/7/2021,Tai Po,Solaria,8.39,TOWER 10 1#/F Room H,1,TOWER 10,H,466,839200,832200
19/7/2021,Ma On Shan,Lake Silver,25.5,TOWER 1 2#/F Room B,2,TOWER 1,B,2091,843072,832129
19/7/2021,Ma On Shan,Oceanaire,10.98,TOWER 7B 2#/F Room B,2,TOWER 7B,B,1005,841158,830639
19/7/2021,Tseung Kwan O,The Wings,14.3,THE WINGS II TOWER 5A 6/F Room A,6,THE WINGS II TOWER 5A,A,1055,844770,818555
19/7/2021,Tseung Kwan O,Oscar By The Sea,12.6,BLOCK 2 7/F Room D,7,BLOCK 2,D,1368,845533,818795
19/7/2021,Ma On Shan,Sausalito,9.28,TOWER 3 2#/F Room E,2,TOWER 3,E,813,840964,830251
19/7/2021,Tsuen Wan,Riviera Gardens,6.25,TOWER 7 4#/F Room F,4,TOWER 7,F,632,829614,824725
19/7/2021,Lohas Park District,Lohas Park,8.25,THE CAPITOL TOWER 3 6#/F Room LC,6,THE CAPITOL TOWER 3,LC,683,846048,817474
19/7/2021,Tsuen Wan,Allway Gardens,5.5,BLOCK P 1#/F Room 4,1,BLOCK P,4,607,828755,826655
19/7/2021,Tsuen Wan Sham Tseng,Bellagio,11.19,TOWER 5 4#/F Room A,4,TOWER 5,A,1051,824418,825274
19/7/2021,Tseung Kwan O,Bauhinia Garden,6.78,TOWER 7 1#/F Room A,1,TOWER 7,A,693,835588,815277
19/7/2021,Tai Wai,The Pavilia Farm,9.36,TOWER 6 (6B) 5#/F Room E,5,TOWER 6 (6B),E,334,837996,815983
19/7/2021,Tai Wai,The Pavilia Farm,9.25,TOWER 7 (7A) 6#/F Room F,6,TOWER 7 (7A),F,345,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,8.92,TOWER 7 (7A) 6#/F Room D,6,TOWER 7 (7A),D,324,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,16.86,TOWER 5 (5A) 7/F Room A,7,TOWER 5 (5A),A,641,835169,818525
19/7/2021,Tai Wai,The Pavilia Farm,7.35,TOWER 7 (7A) 4#/F Room E,4,TOWER 7 (7A),E,264,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,8.62,TOWER 7 (7A) 5#/F Room F,5,TOWER 7 (7A),F,345,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,17.11,TOWER 5 (5A) 6#/F Room B,6,TOWER 5 (5A),B,634,835169,818525
19/7/2021,Tai Wai,The Pavilia Farm,9.46,TOWER 6 (6B) 5#/F Room E,5,TOWER 6 (6B),E,334,837996,815983
19/7/2021,Tai Wai,The Pavilia Farm,9.11,TOWER 7 (7A) 6#/F Room D,6,TOWER 7 (7A),D,324,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,8.06,TOWER 6 (6B) 1#/F Room E,1,TOWER 6 (6B),E,334,837996,815983
19/7/2021,Tai Wai,The Pavilia Farm,15.02,TOWER 5 (5A) 6#/F Room D,6,TOWER 5 (5A),D,566,835169,818525
19/7/2021,Tai Wai,The Pavilia Farm,17.88,TOWER 7 (7A) 6#/F Room A,6,TOWER 7 (7A),A,664,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,9.47,TOWER 7 (7A) 6#/F Room F,6,TOWER 7 (7A),F,345,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,7.93,TOWER 7 (7A) 6#/F Room E,6,TOWER 7 (7A),E,264,839474,832203
19/7/2021,Tai Wai,The Pavilia Farm,9.05,TOWER 6 (6B) 5#/F Room E,5,TOWER 6 (6B),E,334,837996,815983
19/7/2021,Tsuen Wan,New Haven,8.25,TOWER 3 8/F Room D,8,TOWER 3,D,703,830422,825504
19/7/2021,Tuen Mun Castle Peak Road,Emerald Bay,5.44,TOWER 5A 1#/F Room D,1,TOWER 5A,D,307,818055,825859
19/7/2021,Tai Wai,Pristine Villa,11.68,BLOCK 7 2/F Room A,2,BLOCK 7,A,987,836875,826963
19/7/2021,ShaTin,Yue Shing Court,5.9,SHING WING HOUSE--BLOCK B 1/F Room 7,1,SHING WING HOUSE--BLOCK B,7,602,837882,826567
19/7/2021,Fotan,Sui Wo Court,6.24,HING WAN HOUSE--BLOCK D 2#/F Room 11,2,HING WAN HOUSE--BLOCK D,11,703,837948,828232
19/7/2021,Tai Wai,Festival City,11.2,PHASE II TOWER 5 3/F Room SC,3,PHASE II TOWER 5,SC,1030,835997,825552
19/7/2021,Tuen Mun,Regency Bay,8.75,TOWER 1 8/F Room H,8,TOWER 1,H,440,815043,826920
19/7/2021,Tsuen Wan,Riviera Gardens,5.97,TOWER 19 9/F Room E,9,TOWER 19,E,562,829787,824738
19/7/2021,Tseung Kwan O,East Point,7.43,BLOCK 1 7/F Room B,7,BLOCK 1,B,595,845430,819645
19/7/2021,Tseung Kwan O,Park Central,9.7,TOWER 10 1#/F Room H,1,TOWER 10,H,726,844550,818730
19/7/2021,Yuen Long,Yuccie Square,10,TOWER 3 3#/F Room F,3,TOWER 3,F,645,820968,834113
19/7/2021,Tuen Mun,Siu Hong Court,4.78,SIU LOK HOUSE--BLOCK P 1#/F Room 1,1,SIU LOK HOUSE--BLOCK P,1,523,815728,830462
19/7/2021,Tin Shui Wai,Tin Fu Court,4.93,BLOCK F 3#/F Room 2,3,BLOCK F,2,830,817878,836138
19/7/2021,Tseung Kwan O,Metro Town,10.5,TOWER 8 2#/F Room H,2,TOWER 8,H,882,843983.49,818402.117
19/7/2021,Tsuen Wan,Belvedere Garden,7.38,PHASE 2 BLOCK 6 4#/F Room B,4,PHASE 2 BLOCK 6,B,659,828328,825851
19/7/2021,Tung Chung,Caribbean Coast,6.95,TOWER 2 3#/F Room C,3,TOWER 2,C,680,812795,817057
19/7/2021,Tin Shui Wai,Kingswood Villas,6.18,SHERWOOD BLOCK 4 3/F Room G,3,SHERWOOD BLOCK 4,G,708,818020,835420
19/7/2021,Kwai Chung,Highland Park,6.9,BLOCK 3 8/F Room F,8,BLOCK 3,F,735,831428,823357
19/7/2021,Ma Wan,Park Island,9.8,BLOCK 11 8/F Room D,8,BLOCK 11,D,1042,824347,823607
19/7/2021,Tuen Mun Castle Peak Road,Aegean Coast,7.68,TOWER 8 1#/F Room C,1,TOWER 8,C,719,817399,825998
19/7/2021,Tseung Kwan O,La Cite Noble,6.85,BLOCK 1 4#/F Room B,4,BLOCK 1,B,528,845466,819402
19/7/2021,Tin Shui Wai,Kingswood Villas,6.58,KENSWOOD BLOCK 5 3#/F Room D,3,KENSWOOD BLOCK 5,D,709,818020,835420
19/7/2021,Tsing Yi,Tierra Verde,9.35,TOWER 9 3#/F Room G,3,TOWER 9,G,651,828998,824309
19/7/2021,Ma On Shan,Ocean View,7.98,BLOCK 6 2#/F Room F,2,BLOCK 6,F,605,841025,830490
19/7/2021,Tseung Kwan O,The Beaumount,7.85,TOWER 5 1#/F Room F,1,TOWER 5,F,662,846419,817655
19/7/2021,Tuen Mun Castle Peak Road,Palatial Coast,10,BLOCK 2 1#/F Room B,1,BLOCK 2,B,1511,819403,825407
19/7/2021,ShaTin,Yue Tin Court,6,YUE CHAK HOUSE--BLOCK D 7/F Room 6,7,YUE CHAK HOUSE--BLOCK D,6,591,838938,827124
19/7/2021,Tseung Kwan O,Ocean Shores,4,TOWER 5 3#/F Room E,3,TOWER 5,E,702,844244,818014
19/7/2021,ShaTin,Garden Rivera,4.3,BLOCK D 6/F Room 1,6,BLOCK D,1,385,838140,826845
19/7/2021,Tuen Mun Castle Peak Road,Aegean Coast,6.45,TOWER 3 6/F Room H,6,TOWER 3,H,688,817511,825912
