Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area,x,y
29/10/2021,Lam Tin,Laguna City,8.42,BLOCK 27 2#/F Room F,2,BLOCK 27,F,639,841701,818623
29/10/2021,Kowloon Bay,Wang Kwong Building,5.07,BLOCK C 7/F Room 5,7,BLOCK C,5,472,840229,820782
28/10/2021,Cheung Sha Wan,Grand Victoria,8.69,PHASE 3 TOWER 1 (1B) 7/F Room D,7,PHASE 3 TOWER 1 (1B),D,331,835285,818338
28/10/2021,Tai Kok Tsui,Cetus?§Square Mile,6.05,TOWER 1 3#/F Room L,3,TOWER 1,L,193,834640,820180
28/10/2021,Tsim Sha Tsui,Tsimshatsui Mansion,4.4,BLOCK C 1#/F Room C4,1,BLOCK C,C4,600,835742,817648
28/10/2021,Mei Foo,Lai Yan Court,6.5,BLOCK C 1#/F Room 8,1,BLOCK C,8,857,832119,822673
28/10/2021,Ho Man Tin,Mantin Heights,24.5,TOWER 2 8/F Room B,8,TOWER 2,B,935,836791,820061
28/10/2021,Cheung Sha Wan,Heya Delight,8.5,1#/F Room A,1,,A,518,833983,822310
28/10/2021,Mei Foo,Mei Foo Sun Chuen,8.5,NO.19 NASSAU STREET 1#/F Room A,1,NO.19 NASSAU STREET,A,740,832443,822093
28/10/2021,Kai Tak,Oasis Kai Tak,12.5,TOWER 2 9/F Room C,9,TOWER 2,C,494,838611,821124
28/10/2021,Ngau Chi Wan,Kingsford Terrace,6.53,BLOCK 2 3#/F Room A,3,BLOCK 2,A,693,839774,822392
28/10/2021,Kai Tak,Upper River Bank,25.32,TOWER 1 3#/F Room G,3,TOWER 1,G,852,838493,821018
28/10/2021,Kowloon Bay,Tak Bo Garden,4.73,BLOCK E 2#/F Room E6,2,BLOCK E,E6,395,840165,820918
28/10/2021,Cheung Sha Wan,Grand Victoria,7.02,PHASE 3 TOWER 1 (1B) 3/F Room E,3,PHASE 3 TOWER 1 (1B),E,277,835285,818338
28/10/2021,Kowloon Station,The Harbourside,38,TOWER 3 3#/F Room D,3,TOWER 3,D,1445,834659,818240
28/10/2021,Kowloon City,Grand City Court,17.6,3/F Room C,3,,C,1263,837232,821299
28/10/2021,To Kwa Wan,93pauchungstreet,9,2#/F Room J,2,,J,552,837534,820194
28/10/2021,To Kwa Wan,Majestic Park,15.5,BLOCK 3 2#/F Room C,2,BLOCK 3,C,982,837315,820279
28/10/2021,Tai Kok Tsui,Metro Harbour View,9.1,BLOCK 7 2#/F Room G,2,BLOCK 7,G,716,834593,820588
28/10/2021,Kowloon City,Lorna Villa,17.8,2/F Room D,2,,D,1560,837403,820766
28/10/2021,Kowloon Bay,Telford Garden,8,BLOCK G 1#/F Room 6,1,BLOCK G,6,603,839950,820267
28/10/2021,Wong Tai Sin,Tsui Chuk Garden,5.7,BLOCK 5 4/F Room J,4,BLOCK 5,J,659,837280,822954
28/10/2021,San Po Kong,Rhythm Garden,5.75,BLOCK 3 1#/F Room K,1,BLOCK 3,K,527,838968,821938
28/10/2021,Tsim Sha Tsui,Dorfu Court,5.74,5/F Room A,5,,A,475,835988,817834
28/10/2021,Yau Yat Tsuen,Angela Court,12,BLOCK B 2/F Room B4,2,BLOCK B,B4,778,835789,821247
28/10/2021,Jordan,Man Wah Building,5,1#/F Room 9,1,,9,495,835255,818658
28/10/2021,Hung Hom,Royal Peninsula,14.5,BLOCK 3 2#/F Room D,2,BLOCK 3,D,1074,837055,818448
28/10/2021,Ngau Chi Wan,King Shan Court,5.1,BLOCK F 2#/F Room 3,2,BLOCK F,3,519,839638,822540
28/10/2021,Ngau Chi Wan,Aria,13.98,TOWER 6 1#/F Room C,1,TOWER 6,C,1105,840097,822192
28/10/2021,Lok Fu,Fu Keung Court,6.68,BLOCK C 9/F Room 8,9,BLOCK C,8,515,837040,822370
28/10/2021,Mong Kok,Sincere House,6.9,4/F Room 6,4,,6,802,835637,820085
28/10/2021,Lam Tin,Laguna City,10.68,BLOCK 37 1#/F Room A,1,BLOCK 37,A,937,841520,818392
28/10/2021,Cheung Sha Wan,Heya Crystal,6.5,TOWER 2 2#/F Room E,2,TOWER 2,E,397,834008,822234
28/10/2021,Ngau Chi Wan,Scenic View,7.32,BLOCK 2 3/F Room H,3,BLOCK 2,H,659,840213,822056
28/10/2021,Mei Foo,Mei Foo Sun Chuen,7.3,NO.8 GLEE PATH 1#/F Room C,1,NO.8 GLEE PATH,C,680,832223,821914
28/10/2021,Mei Foo,Mei Foo Sun Chuen,7.4,NO.53 BROADWAY 8/F Room D,8,NO.53 BROADWAY,D,740,832368,821901
28/10/2021,Tai Kok Tsui,Metro Harbour View,7.85,BLOCK 10 2#/F Room F,2,BLOCK 10,F,617,834695,820590
28/10/2021,Hung Hom,AXIS,5.08,6/F Room A,6,,A,247,837352,819346
28/10/2021,Whampoa,Whampoa Garden,7.1,SITE 2 BLOCK 9 3/F Room A,3,SITE 2 BLOCK 9,A,469,837664,818258
28/10/2021,Hung Hom,Harbourfront Landmark,50,TOWER 3 4#/F Room B,4,TOWER 3,B,2156,837885,818305
28/10/2021,Cheung Sha Wan,Grand Victoria,8.78,PHASE 3 TOWER 1 (1B) 9/F Room D,9,PHASE 3 TOWER 1 (1B),D,331,835285,818338
28/10/2021,Hung Hom,Harbour Place,10,TOWER 1 5/F Room H,5,TOWER 1,H,770,837356,818218
28/10/2021,Kwun Tong,Shun Chi Court,4.08,BLOCK A 7/F Room 1,7,BLOCK A,1,663,841451,821483
28/10/2021,Kowloon Bay,Wang Kwong Building,5.08,BLOCK C 2#/F Room 1,2,BLOCK C,1,472,840229,820782
28/10/2021,Ngau Tau Kok,Lok Nga Court,5.82,BLOCK C 1#/F Room 4,1,BLOCK C,4,588,840704,820486
28/10/2021,To Kwa Wan,Faerie Court,4.23,8/F Room F,8,,F,320,837298,819469
27/10/2021,Kowloon Bay,Choi Ha Estate,2.8,CHOI SING HOUSE (BLOCK C) 2#/F Room 22,2,CHOI SING HOUSE (BLOCK C),22,443,840532,820776
27/10/2021,Mong Kok,SKYPARK,6.5,2#/F Room C5,2,,C5,310,835713,820006
27/10/2021,Kai Tak,K.City,5.25,BLOCK 2 2#/F Room F,2,BLOCK 2,F,500,838759,821036
27/10/2021,Kwun Tong,Hiu Lai Court,5.18,BLOCK B 4/F Room 14,4,BLOCK B,14,601,841667,820173
27/10/2021,Kai Tak,K. Summit,19.29,TOWER 2A 1#/F Room B,1,TOWER 2A,B,765,834878,820216
27/10/2021,Tai Kok Tsui,Lime Stardom,9.17,2#/F Room C,2,,C,628,835062,820199
27/10/2021,Mong Kok,MOD 595,6.2,1#/F Room B,1,,B,535,832045,839670
27/10/2021,Kai Tak,VIBE CENTRO,6.69,TOWER 1A 2/F Room G,2,TOWER 1A,G,351,838722,820985
27/10/2021,Sham Shui Po,Wing Wah Building,4.5,1#/F Room A,1,,A,293,837804,816289
27/10/2021,Hung Hom,AXIS,4.05,1#/F Room D,1,,D,204,837352,819346
27/10/2021,Mong Kok,Maple Court,7,1#/F Room A,1,,A,631,835599,820534
27/10/2021,Yau Ma Tei,Kam Fai Building,4.6,1#/F Room B,1,,B,340,836497,826144
27/10/2021,Mei Foo,Manhattan Hill,11.2,BLOCK 3 1#/F Room C,1,BLOCK 3,C,758,832711,821728
27/10/2021,Yau Ma Tei,Prosperous Garden,3.63,BLOCK 1 2#/F Room H,2,BLOCK 1,H,729,835362,819006
27/10/2021,Lam Tin,Hong Yat Court,5.85,BLOCK A 3#/F Room 4,3,BLOCK A,4,659,842255,819046
27/10/2021,Tai Kok Tsui,Metro Harbour View,9.4,BLOCK 9 2#/F Room C,2,BLOCK 9,C,705,834661,820589
27/10/2021,Yau Ma Tei,Chee Sun Building,4.15,8/F Room A,8,,A,486,835475,819071
27/10/2021,Diamond Hill,Bel Air Heights,8.65,BLOCK 1 3#/F Room B,3,BLOCK 1,B,570,838868,822545
27/10/2021,Olympic,The Long Beach,12.94,TOWER 1 2#/F Room B,2,TOWER 1,B,742,834045,819995
27/10/2021,Sham Shui Po,Cheung Hong Mansion,3.8,2/F Room C,2,,C,277,835625,815368
27/10/2021,Whampoa,Whampoa Garden,11.2,SITE 11 BLOCK 12 4/F Room B,4,SITE 11 BLOCK 12,B,750,837674.17,818623
27/10/2021,Cheung Sha Wan,The Sparkle,6.78,TOWER 1 2#/F Room D,2,TOWER 1,D,521,833741,821553
27/10/2021,Whampoa,Whampoa Garden,9.9,SITE 12 BLOCK 2 7/F Room F,7,SITE 12 BLOCK 2,F,821,837674.17,818623
27/10/2021,Lam Tin,Sceneway Garden,8.6,BLOCK 7 2#/F Room B,2,BLOCK 7,B,680,842208,818642
27/10/2021,Hung Hom,Royal Peninsula,9.68,BLOCK 2 3#/F Room N,3,BLOCK 2,N,660,837012,818437
27/10/2021,To Kwa Wan,One Elegance,7.9,2#/F Room B,2,,B,638,837394,820154
27/10/2021,Kwun Tong,Hiu Lai Court,4.9,BLOCK E 3#/F Room 10,3,BLOCK E,10,821,841667,820173
27/10/2021,Kowloon Bay,Tak Bo Garden,4.68,BLOCK H 2#/F Room H7,2,BLOCK H,H7,397,840183,820845
27/10/2021,Wong Tai Sin,Lions Rise,16.8,TOWER 6B 3#/F Room A,3,TOWER 6B,A,1223,838417,822390
27/10/2021,Ho Man Tin,Celestial Height,26.5,APARTMENT NO. 20 3#/F Room 20,3,APARTMENT NO. 20,20,1491,837234,820000
27/10/2021,Lam Tin,Hong Wah Court,4.9,B HONG WAH 6/F Room 16,6,B HONG WAH,16,516,842782,819434
27/10/2021,Ho Man Tin,Kwun Hei Court,6.98,3#/F Room 15,3,,15,714,836920,819469
27/10/2021,Lam Tin,Lei On Court,5.75,BLOCK B 2#/F Room 4,2,BLOCK B,4,654,841977,818890
27/10/2021,Sham Shui Po,Enchantee,4.7,2#/F Room D,2,,D,169,834701,820759
27/10/2021,Ho Man Tin,Cascades,7.5,BLOCK 2 1#/F Room E,1,BLOCK 2,E,613,836581,819640
27/10/2021,Lai Chi Kok,Liberte,9.2,BLOCK 6 3#/F Room D,3,BLOCK 6,D,647,833409,821799
27/10/2021,Jordan,Parkes Residence,4.1,7/F Room E,7,,E,340,835625,818572
27/10/2021,Cheung Sha Wan,The Sparkle,8.48,TOWER 1 3#/F Room B,3,TOWER 1,B,709,833741,821553
27/10/2021,Mei Foo,Lai Yan Court,6.38,BLOCK A 3#/F Room 11,3,BLOCK A,11,797,832119,822673
27/10/2021,Ho Man Tin,Homantin Hillside,14.2,TOWER 1 3/F Room A,3,TOWER 1,A,735,837122,819226
27/10/2021,Olympic,Florient Rise,12.98,TOWER 2 2#/F Room D,2,TOWER 2,D,836,834712,819938
27/10/2021,Sham Shui Po,Hoi Cheung Building,6.86,5/F Room E,5,,E,703,835242,821102
27/10/2021,Tai Kok Tsui,Cetus?§Square Mile,6.41,TOWER 1 9/F Room F,9,TOWER 1,F,253,834640,820180
27/10/2021,To Kwa Wan,Grand waterfront,7.2,TOWER 2 4#/F Room A,4,TOWER 2,A,504,837951,820032
27/10/2021,Kowloon Tong,One Beacon Hill,30.8,TOWER 2 5/F Room E,5,TOWER 2,E,1390,836184,822441
27/10/2021,San Po Kong,The Latitude,10.8,TOWER 6 7/F Room D,7,TOWER 6,D,713,838336,821599
26/10/2021,Cheung Sha Wan,Cheung Fai Building,4.07,2#/F Room A,2,,A,363,833995,822403
26/10/2021,Whampoa,Whampoa Garden,6.9,SITE 2 BLOCK 11 1#/F Room H,1,SITE 2 BLOCK 11,H,469,837674.17,818623
26/10/2021,Hung Hom,The Vantage,6.2,2#/F Room B1,2,,B1,268,837417,819237
26/10/2021,Kowloon City,Fung Wah Court,17.2,4/F Room C,4,,C,1061,837088,820983
26/10/2021,Tai Kok Tsui,Lime Stardom,9.98,3#/F Room D,3,,D,626,835062,820199
26/10/2021,Lai Chi Kok,The Pacifica,9.3,TOWER 5 3#/F Room E,3,TOWER 5,E,658,833479,821707
26/10/2021,Mei Foo,Mei Foo Sun Chuen,7.75,NO.27 BROADWAY 1#/F Room B,1,NO.27 BROADWAY,B,820,832368,821901
26/10/2021,Cheung Sha Wan,Hang Chun Court,5.4,BLOCK A 2#/F Room 5,2,BLOCK A,5,504,833816,821894
26/10/2021,Lai Chi Kok,AquaMarine,11,BLOCK 1 2#/F Room H,2,BLOCK 1,H,783,833409,821537
26/10/2021,Whampoa,Whampoa Garden,10,SITE 3 BLOCK 8 1#/F Room C,1,SITE 3 BLOCK 8,C,855,837674.17,818623
26/10/2021,Wong Tai Sin,On Hong Mansion,3.96,2#/F Room B,2,,B,443,838472,822892
26/10/2021,Kowloon Station,The Arch,34,BLOCK 1 6#/F Room B,6,BLOCK 1,B,1138,834819.9,818290
26/10/2021,To Kwa Wan,Sky Tower,10,TOWER 7 5#/F Room G,5,TOWER 7,G,682,837734,820481
26/10/2021,Kowloon Bay,Telford Garden,8.2,BLOCK N 1#/F Room 5,1,BLOCK N,5,629,839950,820267
26/10/2021,Sham Shui Po,Enchantee,4.41,5/F Room D,5,,D,169,834701,820759
26/10/2021,Yau Ma Tei,Chee Sun Building,4.22,9/F Room A,9,,A,486,835475,819071
26/10/2021,Hung Hom,Lederle Garden,5.8,1#/F Room G,1,,G,550,837094,819082
26/10/2021,Cheung Sha Wan,The Sparkle,7.38,TOWER 1 4#/F Room D,4,TOWER 1,D,521,833741,821553
26/10/2021,Ho Man Tin,Menon Mansion,5.13,5/F Room B,5,,B,343,836100,819719
26/10/2021,San Po Kong,The Latitude,1.98,TOWER 7 4#/F Room C,4,TOWER 7,C,758,838365,821622
26/10/2021,Mei Foo,Wah Fung Garden,6.2,1#/F Room B,1,,B,513,841357,820200
26/10/2021,Lai Chi Kok,The Pacifica,11.8,TOWER 5 5#/F Room H,5,TOWER 5,H,845,833479,821707
26/10/2021,Jordan,Man Yuen Building,5.5,1/F Room 8,1,,8,665,835257,818729
26/10/2021,Jordan,Pilkem Court,5.5,7/F Room A,7,,A,487,835661,818318
26/10/2021,Kwun Tong,Po Pui Court,8.58,BLOCK B 2#/F Room 9,2,BLOCK B,9,827,841539,819844
26/10/2021,Cheung Sha Wan,Hin Fai Building,3.75,5/F Room C,5,,C,345,834649,821714
26/10/2021,Lam Tin,Hong Yat Court,7.35,BLOCK B 2#/F Room 2,2,BLOCK B,2,846,842257,819090
26/10/2021,Cheung Sha Wan,Fung Yeung Court,4.6,9/F Room 141,9,,141,383,841099,838559
26/10/2021,Lai Chi Kok,Banyan Garden,8.88,TOWER 6 2#/F Room B,2,TOWER 6,B,653,833300,821703
26/10/2021,Whampoa,Whampoa Garden,10.8,SITE 1 BLOCK 1 5/F Room B,5,SITE 1 BLOCK 1,B,859,837363,818515
26/10/2021,Lam Tin,Sceneway Garden,9.75,BLOCK 14 2#/F Room A,2,BLOCK 14,A,783,841996,818682
26/10/2021,Hung Hom,Hunghom Bay Centre,2,BLOCK A 7/F Room 3,7,BLOCK A,3,1090,837167,818516
25/10/2021,Kowloon Tong,One Mayfair,30.8,TOWER 6 3/F Room C,3,TOWER 6,C,1352,836823,822314
25/10/2021,Diamond Hill,Galaxia,9.83,TOWER B 4#/F Room 8,4,TOWER B,8,656,838912,822436
25/10/2021,Hung Hom,Harbour Place,12.38,TOWER 1 2#/F Room G,2,TOWER 1,G,770,837356,818218
25/10/2021,Cheung Sha Wan,Heya Delight,8.95,2#/F Room E,2,,E,526,833983,822310
25/10/2021,Kowloon Station,Sorrento,20.8,TOWER 5 2#/F Room D,2,TOWER 5,D,998,834838,818579
25/10/2021,Kai Tak,Upper River Bank,25.94,TOWER 1 3#/F Room B,3,TOWER 1,B,853,838493,821018
25/10/2021,Wong Tai Sin,Tsz On Court,4.48,BLOCK B 1#/F Room 7,1,BLOCK B,7,752,838827,823258
25/10/2021,Wong Tai Sin,Tsz On Court,4.83,BLOCK B 1#/F Room 8,1,BLOCK B,8,743,838827,823258
25/10/2021,Kai Tak,Upper River Bank,24.85,TOWER 1 1#/F Room K,1,TOWER 1,K,844,838493,821018
25/10/2021,Lam Tin,Hong Wah Court,5.45,C HONG WAH 1#/F Room 11,1,C HONG WAH,11,575,842782,819434
25/10/2021,Mei Foo,Mei Foo Sun Chuen,8.2,NO.21 NASSAU STREET 1#/F Room B,1,NO.21 NASSAU STREET,B,820,832443,822093
25/10/2021,Lai Chi Kok,The Pacifica,10,TOWER 1 6#/F Room C,6,TOWER 1,C,848,833448,821813
25/10/2021,Lam Tin,Laguna City,8.15,BLOCK 9 2#/F Room G,2,BLOCK 9,G,639,841357,818606
25/10/2021,Whampoa,Whampoa Garden,7.5,SITE 2 BLOCK 17 1#/F Room C,1,SITE 2 BLOCK 17,C,469,837674.17,818623
25/10/2021,Olympic,Harbour Green,28.8,TOWER 1 8/F Room A,8,TOWER 1,A,1763,834427,820265
25/10/2021,Ngau Tau Kok,Lok Nga Court,5.53,BLOCK C 7/F Room 8,7,BLOCK C,8,588,840704,820486
25/10/2021,Cheung Sha Wan,Heya Crystal,8.68,TOWER 1 1#/F Room C,1,TOWER 1,C,502,833981,822259
25/10/2021,Whampoa,Whampoa Garden,8.28,SITE 11 BLOCK 11 7/F Room E,7,SITE 11 BLOCK 11,E,551,837674.17,818623
25/10/2021,Sham Shui Po,Enchantee,4.81,2#/F Room D,2,,D,169,834701,820759
25/10/2021,Prince Edward,Prosperity Court,6.8,TOWER 2 1#/F Room B,1,TOWER 2,B,550,835019,820731
25/10/2021,To Kwa Wan,Ocean Mansion,4,4/F Room C,4,,C,479,839865,816207
25/10/2021,To Kwa Wan,Sky Tower,9.78,TOWER 6 1#/F Room F,1,TOWER 6,F,715,837705,820495
25/10/2021,Wong Tai Sin,Tsz Oi Court,4.77,BLOCK E 1#/F Room 2,1,BLOCK E,2,694,838532,823433
25/10/2021,Cheung Sha Wan,Hang Chun Court,6.7,BLOCK A 2#/F Room 1,2,BLOCK A,1,692,833816,821894
25/10/2021,Sham Shui Po,Enchantee,4.51,1#/F Room D,1,,D,169,834701,820759
25/10/2021,Lai Chi Kok,Banyan Garden,9.35,TOWER 1 4#/F Room H,4,TOWER 1,H,689,833209,821739
25/10/2021,Sham Shui Po,Maison Rose,5.23,2#/F Room C,2,,C,365,834613,821457
25/10/2021,Wong Tai Sin,Lions Rise,5.5,TOWER 6A 4#/F Room B,4,TOWER 6A,B,736,838417,822409
25/10/2021,Kowloon Station,The Harbourside,37.6,TOWER 3 7#/F Room F,7,TOWER 3,F,1369,834659,818240
25/10/2021,Mei Foo,Mei Foo Sun Chuen,7.72,NO.14 NASSAU STREET 1/F Room A,1,NO.14 NASSAU STREET,A,780,832443,822093
25/10/2021,Cheung Sha Wan,One New York,7.62,1#/F Room C,1,,C,657,833802,822345
25/10/2021,Kai Tak,Upper River Bank,36.27,TOWER 1 1#/F Room A,1,TOWER 1,A,1072,838493,821018
25/10/2021,Kwun Tong,Champion Court,5.9,1#/F Room A,1,,A,569,841052,819468
25/10/2021,Kowloon Tong,Ava Court,17,8/F Room E,8,,E,1100,836921,822604
25/10/2021,Ho Man Tin,Yee King Building,6.25,1/F Room B,1,,B,543,821103,833797
25/10/2021,Whampoa,Whampoa Garden,21.18,SITE 7 BLOCK 3 1#/F Room B,1,SITE 7 BLOCK 3,B,1107,837674.17,818623
25/10/2021,Hung Hom,La Lumiere,8.25,1#/F Room F,1,,F,430,837300,818945
25/10/2021,Wong Tai Sin,Manning Theatre Building,5.8,2#/F Room C,2,,C,550,838900,823101
25/10/2021,Kowloon Bay,Amoy Gardens,6.5,BLOCK E 1#/F Room 2,1,BLOCK E,2,462,840310,820696
25/10/2021,Kowloon Bay,Richland Gardens,5.95,BLOCK 6 2#/F Room B,2,BLOCK 6,B,470,839249,821255
25/10/2021,Cheung Sha Wan,Grand Victoria,8.65,PHASE 3 TOWER 1 (1B) 6/F Room D,6,PHASE 3 TOWER 1 (1B),D,331,835285,818338
25/10/2021,Whampoa,Whampoa Garden,14.2,SITE 7 BLOCK 1 1#/F Room C,1,SITE 7 BLOCK 1,C,868,837363,818515
25/10/2021,Hung Hom,Upper East,2,TOWER 1B 2#/F Room C,2,TOWER 1B,C,219,837512,819341
25/10/2021,Mong Kok,SKYPARK,6,2#/F Room D3,2,,D3,310,835713,820006
25/10/2021,Kowloon Bay,Choi Ha Estate,0.6265,CHOI YAT HOUSE (BLOCK A) 2#/F Room 2,2,CHOI YAT HOUSE (BLOCK A),2,376,840389,820818
25/10/2021,Kowloon Bay,Choi Ha Estate,0.5827,CHOI SING HOUSE (BLOCK C) 2#/F Room 1,2,CHOI SING HOUSE (BLOCK C),1,381,840532,820776
25/10/2021,Cheung Sha Wan,Shun Fat Building,2.75,6/F Room D,6,,D,284,835505,815309
25/10/2021,Olympic,Harbour Green,50,TOWER 2 3#/F Room D,3,TOWER 2,D,2170,834471,820271
25/10/2021,Kai Tak,Oasis Kai Tak,8.4,TOWER 3 1#/F Room E,1,TOWER 3,E,339,838661,821077
25/10/2021,Olympic,Park Avenue,9.98,TOWER 9 1#/F Room E,1,TOWER 9,E,618,834890,819643
25/10/2021,Olympic,Park Avenue,19,TOWER 8 4#/F Room D,4,TOWER 8,D,988,834881,819679
25/10/2021,Hung Hom,Laguna Verde,12.2,COSTA DEL SOL TOWER 12A 2#/F Room F,2,COSTA DEL SOL TOWER 12A,F,735,837877,818861
25/10/2021,Cheung Sha Wan,High One,4.1,6/F Room G,6,,G,220,833785,822188
22/10/2021,Ngau Chi Wan,King Hin Court,6.27,1#/F Room 9,1,,9,813,839563,822478
22/10/2021,Kowloon Bay,Choi Ha Estate,2.85,CHOI SING HOUSE (BLOCK C) 2#/F Room 18,2,CHOI SING HOUSE (BLOCK C),18,443,840532,820776
22/10/2021,Tai Kok Tsui,Shining Heights,9,4#/F Room F,4,,F,711,834777,820703
22/10/2021,Lam Tin,Sceneway Garden,9.88,BLOCK 14 2#/F Room B,2,BLOCK 14,B,785,841996,818682
22/10/2021,Kowloon Bay,Tak Bo Garden,4.38,BLOCK B 6/F Room B7,6,BLOCK B,B7,397,840113,820883
22/10/2021,Whampoa,Whampoa Garden,11.85,SITE 5 BLOCK 9 1#/F Room F,1,SITE 5 BLOCK 9,F,788,837664,818258
22/10/2021,Lok Fu,Ka Keung Court,4.95,BLOCK B 3#/F Room 5,3,BLOCK B,5,503,837048,822471
22/10/2021,Mei Foo,Lai Yan Court,5.85,BLOCK A 2#/F Room 13,2,BLOCK A,13,705,832119,822673
22/10/2021,Lam Tin,Laguna City,7.28,BLOCK 13 4/F Room C,4,BLOCK 13,C,664,841483,818640
22/10/2021,Tai Kok Tsui,Chung Hing Building,3.9,9/F Room 5,9,,5,460,834615,820367
22/10/2021,Mei Foo,Wah Fung Garden,8.59,8/F Room A,8,,A,844,841357,820200
22/10/2021,Kai Tak,VIBE CENTRO,8,TOWER 2B 2#/F Room D,2,TOWER 2B,D,306,838827,820916
22/10/2021,Kowloon Bay,Richland Gardens,7,BLOCK 2 4/F Room E,4,BLOCK 2,E,623,814356,826001
22/10/2021,Cheung Sha Wan,Grand Victoria,15.16,PHASE 1 TOWER 2 2#/F Room B,2,PHASE 1 TOWER 2,B,489,835292,818304
22/10/2021,Sham Shui Po,Vista,11.48,1#/F Room B,1,,B,978,834627,821533
22/10/2021,Cheung Sha Wan,Grand Victoria,8.88,PHASE 3 TOWER 1 (1B) 8/F Room G,8,PHASE 3 TOWER 1 (1B),G,331,835285,818338
22/10/2021,San Po Kong,San Po Kong Plaza,6.7,BLOCK 2 6/F Room D,6,BLOCK 2,D,622,838214,821766
22/10/2021,Mong Kok,Sun Lee Mansion,3.95,1#/F Room A,1,,A,379,835236,820343
22/10/2021,Yau Ma Tei,Hayon Building,4.08,4/F Room B,4,,B,415,835325,819322
22/10/2021,Lam Tin,Laguna City,8.48,BLOCK 36 2#/F Room C,2,BLOCK 36,C,644,841542,818412
22/10/2021,Prince Edward,Ka Yee Mansion,4.58,6/F Room B,6,,B,376,835122,820532
22/10/2021,Tai Kok Tsui,Cetus?§Square Mile,8.48,TOWER 2 2#/F Room E,2,TOWER 2,E,308,834640,820180
22/10/2021,Kwun Tong,Park Metropolitan,38.3,3#/F Room A,3,,A,1313,841334,819548
22/10/2021,Lam Tin,Hong Tin Court,7.13,BLOCK C 7/F Room 1,7,BLOCK C,1,617,842247,818693
22/10/2021,Ho Man Tin,Harrison Court,12.5,HARRISON COURT II 1#/F Room B,1,HARRISON COURT II,B,766,836435,820379
22/10/2021,Sham Shui Po,HighPoint,5.68,2#/F Room C,2,,C,371,835046,821413
22/10/2021,Sham Shui Po,Golden Court,4.97,9/F Room B,9,,B,383,837817,816050
22/10/2021,Diamond Hill,Grand View Garden,4.85,TOWER 5 2#/F Room E,2,TOWER 5,E,497,839390,822437
22/10/2021,Lam Tin,Sceneway Garden,9,BLOCK 5 3#/F Room D,3,BLOCK 5,D,680,842160,818701
22/10/2021,Kowloon Bay,Telford Garden,1.9,BLOCK K 7/F Room 8,7,BLOCK K,8,670,839950,820267
22/10/2021,Diamond Hill,Lung Poon Court,5.38,BLOCK D 3#/F Room 13,3,BLOCK D,13,463,838677,822515
22/10/2021,Lam Tin,Lei On Court,6.68,BLOCK D 1/F Room 2,1,BLOCK D,2,869,841977,818890
22/10/2021,Sham Shui Po,Grandview Mansion,3,2/F Room B,2,,B,429,836452,815096
22/10/2021,Kwun Tong,Hyde Tower,6.38,BLOCK A 5/F Room 6,5,BLOCK A,6,703,840778,819703
22/10/2021,Sham Shui Po,Cronin Garden,6.58,TOWER 5 1/F Room C,1,TOWER 5,C,766,834690,821827
22/10/2021,Olympic,Island Harbourview,11.8,TOWER 2 5/F Room D,5,TOWER 2,D,866,834240,820068
22/10/2021,Lam Tin,Hong Pak Court,8.53,BLOCK C 3#/F Room 4,3,BLOCK C,4,827,842640,818196
22/10/2021,Cheung Sha Wan,Grand Victoria,16.04,PHASE 1 TOWER 3 (3B) 2#/F Room A,2,PHASE 1 TOWER 3 (3B),A,597,835285,818338
22/10/2021,Lam Tin,Hong Ying Court,5.37,2#/F Room 7,2,,7,583,842594,818792
22/10/2021,Kowloon Bay,Amoy Gardens,7.44,BLOCK Q 4/F Room 2,4,BLOCK Q,2,572,840407,820628
22/10/2021,Whampoa,Whampoa Garden,12.4,SITE 12 BLOCK 7 3/F Room E,3,SITE 12 BLOCK 7,E,898,837674.17,818623
22/10/2021,To Kwa Wan,Bayview,9.9,3#/F Room D,3,,D,508,847178,819833
22/10/2021,Olympic,Harbour Green,12.18,TOWER 1 1#/F Room E,1,TOWER 1,E,1101,834427,820265
22/10/2021,Kowloon Bay,Tak Bo Garden,4.72,BLOCK A 3#/F Room A4,3,BLOCK A,A4,336,840114,820855
22/10/2021,To Kwa Wan,No. 18 Farm Road,10,3#/F Room B,3,,B,652,837157.8,820215.9
22/10/2021,Yau Ma Tei,The Coronation,9.55,TOWER 7 1#/F Room A,1,TOWER 7,A,621,835162,818922
22/10/2021,Lam Tin,Laguna City,9.95,BLOCK 14 2#/F Room E,2,BLOCK 14,E,857,841502,818616
22/10/2021,Kowloon Tong,8 LaSalle,23.5,7/F Room D,7,,D,1012,836818,820855
22/10/2021,San Po Kong,The Latitude,21.8,TOWER 6 6/F Room A,6,TOWER 6,A,1337,838336,821599
22/10/2021,Tsim Sha Tsui,The Victoria Towers,17.5,TOWER 3 2#/F Room B,2,TOWER 3,B,1050,835437,818182
22/10/2021,Ho Man Tin,Chun Man Court,6.6,BLOCK L 7/F Room 3,7,BLOCK L,3,629,836482,819495
22/10/2021,Sham Shui Po,Golden Building,1.75,BLOCK 3 4/F Room F,4,BLOCK 3,F,441,834747,821434
21/10/2021,Prince Edward,Oscar Court,6.5,5/F Room C,5,,C,474,835567,820689
21/10/2021,Wong Tai Sin,Tin Ma Court,5.95,BLOCK A 3#/F Room 14,3,BLOCK A,14,567,837303,822639
